"Y(X), created by Plot Digitizer, 2.6.8"
"Date: 17/12/15, 12.52.16"


12
X,Y
0,1.20157,
5.43053,1.45558,
10.2356,1.70454,
14.3383,1.93805,
18.5209,2.19761,
22.2566,2.47291,
25.4018,2.75359,
29.4410,3.13829,
33.2568,3.50219,
37.2961,3.91295,
39.4355,4.12612,
40,4.20936,
