Mach, Rate of Climb
   0.202084,    4.054358
   0.206104,    4.135834
   0.210123,    4.208447
   0.214142,    4.272523
   0.218162,    4.327249
   0.222181,    4.373228
   0.226201,    4.411132
   0.230220,    4.440209
   0.234239,    4.460594
   0.238259,    4.472372
   0.242278,    4.477151
   0.246297,    4.473499
   0.250317,    4.461238
   0.254336,    4.441701
   0.258355,    4.415250
   0.262375,    4.380525
   0.266394,    4.336212
   0.270413,    4.287268
   0.274433,    4.230509
   0.278452,    4.165355
   0.282471,    4.093436
   0.286491,    4.016217
   0.290510,    3.929935
   0.294529,    3.836176
   0.298549,    3.739812
   0.302568,    3.633476
   0.306588,    3.520761
   0.310607,    3.402248
   0.314626,    3.279009
   0.318646,    3.145737
   0.322665,    3.007153
   0.326684,    2.864136
   0.330704,    2.711816
   0.334723,    2.553655
   0.338742,    2.388556
   0.342762,    2.217354
   0.346781,    2.039225
   0.350800,    1.851585
   0.354820,    1.659974
   0.358839,    1.461674
   0.362858,    1.251147
   0.366878,    1.037548
   0.370897,    0.817324
   0.374916,    0.586532
   0.378936,    0.348248
   0.382955,    0.104116
   0.386974,   -0.146999
   0.390994,   -0.409409
   0.395013,   -0.679116
   0.399033,   -0.956127
   0.403052,   -1.240496
   0.407071,   -1.533294
   0.411091,   -1.837662
   0.415110,   -2.149723
   0.419129,   -2.469163
   0.423149,   -2.795706
   0.427168,   -3.131516
   0.431187,   -3.480206
   0.435207,   -3.836189
   0.439226,   -4.200287
   0.443245,   -4.572632
   0.447265,   -4.952905
   0.451284,   -5.342814
   0.455303,   -5.745867
   0.459323,   -6.157523
   0.463342,   -6.577331
   0.467361,   -7.005895
   0.471381,   -7.443274
   0.475400,   -7.889270
   0.479420,   -8.345025
   0.483439,   -8.815173
   0.487458,   -9.294490
   0.491478,   -9.782917
   0.495497,  -10.280681
   0.499516,  -10.787845
   0.503536,  -11.304466
   0.507555,  -11.830611
   0.511574,  -12.366343
   0.515594,  -12.914796
   0.519613,  -13.476516
   0.523632,  -14.048165
   0.527652,  -14.629807
   0.531671,  -15.221919
   0.535690,  -15.824185
   0.539710,  -16.436643
   0.543729,  -17.059704
   0.547748,  -17.693424
   0.551768,  -18.337536
   0.555787,  -18.992185
   0.559807,  -19.661657
   0.563826,  -20.344692
   0.567845,  -21.038526
   0.571865,  -21.744014
   0.575884,  -22.460856
   0.579903,  -23.188708
   0.583923,  -23.927979
   0.587942,  -24.679531
   0.591961,  -25.442309
   0.595981,  -26.216378
   0.600000,  -27.003226
