CLh_e, CDh_e
  -0.740278,    0.012614
  -0.727030,    0.011528
  -0.713238,    0.010655
  -0.698888,    0.009991
  -0.683984,    0.009536
  -0.668120,    0.010050
  -0.652117,    0.013155
  -0.635537,    0.014693
  -0.618375,    0.014910
