Ground Roll distance, Load Factor
1088.595873,    0.722681
1113.017626,    0.719830
1279.961710,    0.700494
1313.078687,    0.696691
1346.105646,    0.692909
1379.042837,    0.689147
1411.890511,    0.685407
1418.449326,    0.684661
1418.480335,    0.684658
1418.497053,    0.684656
1418.500876,    0.684655
1418.502965,    0.684655
1418.504054,    0.684655
1418.505108,    0.684654
1418.515646,    0.684650
1418.621023,    0.684602
1419.674596,    0.684128
1430.190164,    0.679364
1533.241194,    0.629617
1635.834018,    0.573933
1729.548622,    0.516787
1814.149541,    0.459168
1889.896147,    0.401912
1957.171602,    0.345839
2016.428250,    0.291732
2034.806350,    0.273945
2047.469869,    0.261389
2060.994998,    0.247698
2063.375450,    0.245257
2065.976901,    0.242580
2091.195102,    0.216056
2107.858586,    0.197938
2118.331190,    0.186297
2122.778806,    0.181293
2128.896907,    0.174347
2165.153589,    0.131634
2172.870322,    0.122179
2180.409311,    0.112808
2182.592088,    0.110070
2183.814446,    0.108532
2184.925276,    0.107131
2195.633977,    0.093482
2222.285442,    0.058292
2242.958550,    0.029643
2244.507276,    0.027443
2247.466559,    0.023212
2249.964713,    0.019613
2260.720389,    0.003771
2262.088508,    0.001704
2262.632275,    0.000877
2262.967297,    0.000366
2263.149093,    0.000087
2263.205754,    0.000000
2263.205782,    0.000000
