Ground Distance, Altitude
   0.000000,    0.000000
   0.000003,    0.000000
   0.000048,    0.000000
   0.000449,    0.000000
   0.002594,    0.000000
   0.010908,    0.000000
   0.025032,    0.000000
   0.044951,    0.000000
   0.070705,    0.000000
   0.102300,    0.000000
   0.139755,    0.000000
   0.183297,    0.000000
   0.232761,    0.000000
   0.288207,    0.000000
   0.350055,    0.000000
   0.418255,    0.000000
   0.492692,    0.000000
   0.572858,    0.000000
   0.660181,    0.000000
   0.753414,    0.000000
   0.852777,    0.000000
   0.959331,    0.000000
   1.073379,    0.000000
   1.194157,    0.000000
   1.323256,    0.000000
   1.458274,    0.000000
   1.600926,    0.000000
   1.751662,    0.000000
   1.907835,    0.000000
   2.072483,    0.000000
   2.244956,    0.000000
   2.422577,    0.000000
   2.611175,    0.000000
   2.807899,    0.000000
   3.017591,    0.000000
   3.233323,    0.000000
   3.458050,    0.000000
   3.688596,    0.000000
   3.927639,    0.000000
   4.177669,    0.000000
   4.438536,    0.000000
   4.708944,    0.000000
   4.986690,    0.000000
   5.274681,    0.000000
   5.573831,    0.000000
   5.885270,    0.000000
   6.204100,    0.000000
   6.535899,    0.000000
   6.880492,    0.000000
   7.232428,    0.000000
   7.599951,    0.000000
   7.979429,    0.000000
   8.366703,    0.000000
   8.767253,    0.000000
   9.178067,    0.000000
   9.595892,    0.000000
  10.032432,    0.000000
  10.479348,    0.000000
  10.939009,    0.000000
  11.033488,    0.000000
  11.090991,    0.000000
  11.127949,    0.000000
  11.149488,    0.000000
  11.168255,    0.000000
  11.185801,    0.000000
  11.203521,    0.000000
  11.217868,    0.000000
  11.229917,    0.000000
  11.231222,    0.000000
  11.232870,    0.000000
  11.234363,    0.000000
  11.242952,    0.000000
  11.283174,    0.000000
  11.397981,    0.000000
  11.704840,    0.000000
  12.162079,    0.000000
  12.670440,    0.000000
  13.189528,    0.000000
  13.725364,    0.000000
  14.272603,    0.000000
  14.838080,    0.000000
  15.412564,    0.000000
  15.998457,    0.000000
  16.603004,    0.000000
  17.219027,    0.000000
  17.853695,    0.000000
  18.504607,    0.000000
  19.167974,    0.000000
  19.847769,    0.000000
  20.544119,    0.000000
  21.259986,    0.000000
  21.984354,    0.000000
  22.727253,    0.000000
  23.486985,    0.000000
  24.267362,    0.000000
  25.057709,    0.000000
  25.870635,    0.000000
  26.695876,    0.000000
  27.545334,    0.000000
  28.406745,    0.000000
  29.285208,    0.000000
  30.181698,    0.000000
  31.094305,    0.000000
  32.032697,    0.000000
  32.986910,    0.000000
  33.956176,    0.000000
  34.946234,    0.000000
  35.955611,    0.000000
  36.983356,    0.000000
  38.023334,    0.000000
  39.093695,    0.000000
  40.178795,    0.000000
  41.288363,    0.000000
  42.412064,    0.000000
  43.558079,    0.000000
  44.729246,    0.000000
  44.964773,    0.000000
  45.117304,    0.000000
  45.590932,    0.000000
  45.596839,    0.000000
  45.598210,    0.000000
  45.599801,    0.000000
  45.613483,    0.000000
  45.685976,    0.000000
  46.040442,    0.000000
  47.126291,    0.000000
  48.360107,    0.000000
