Ground Roll Distance, Horizontal Forces
1123.401550, -6863.716843
1150.352771, -6840.870711
1337.384298, -6685.231533
1374.399154, -6655.025665
1411.285025, -6625.119118
1448.042546, -6595.508553
1484.672345, -6566.190677
1487.101438, -6564.253152
1488.962296, -6562.769431
1490.523985, -6561.524623
1491.316368, -6560.893152
1491.812963, -6560.497448
1492.218916, -6560.173996
1492.378281, -6560.047025
1492.476974, -6559.968394
1492.527629, -6559.928037
1492.548959, -7815.651786
1492.570317, -7815.950000
1492.783893, -7818.932513
1494.919385, -7848.795022
1516.247551, -8151.190623
1661.638817, -10430.388931
1806.077723, -13133.771506
1942.480526, -16186.919584
1996.039409, -17544.694192
2033.964572, -18565.150669
2072.011654, -19642.659601
2186.483005, -23261.010486
2296.396727, -27366.677796
2397.772305, -31840.034698
2490.510898, -36657.670782
2574.780591, -41792.077778
2650.837811, -47206.314330
2719.008677, -52854.645162
2779.671911, -58683.768367
2833.238883, -64634.127533
2844.826487, -66041.099744
2851.772318, -66907.509747
2860.016268, -67933.227583
2867.523836, -68874.474830
2910.191779, -74641.682820
2915.837031, -75464.567340
2918.374851, -75837.832712
2921.034465, -76228.493631
2946.410382, -80148.393243
2978.177784, -85647.398373
2979.282112, -85850.402895
2980.427914, -86051.841588
2991.470361, -88047.932268
3017.048174, -93141.695371
3037.318520, -97902.593497
3041.139880, -98923.280608
3041.578257, -99054.094472
3041.971498, -99174.670507
3045.676224, -100356.922826
3056.673002, -104808.314625
3058.206190, -105751.367475
3058.891013, -106278.385263
3059.365618, -106734.000319
3059.683596, -107141.268943
3059.869957, -107505.645033
3059.945720, -107830.460932
3059.949503, -107896.889190
3059.949811, -107916.714528
3059.949826, -107922.683659
