Ground Roll Distance, Horizontal Forces
1123.401550, -2508.090893
1150.352771, -2498.318518
1337.384298, -2430.785791
1374.399154, -2417.478957
1411.285025, -2404.237516
1448.042546, -2391.060974
1484.672345, -2377.948841
1487.101438, -2377.079970
1488.962296, -2376.414408
1490.523985, -2375.855885
1491.316368, -2375.572510
1491.812963, -2375.394920
1492.218916, -2375.249747
1492.378281, -2375.192757
1492.476974, -2375.157464
1492.527629, -2375.139350
1492.548959, -2375.131634
1492.570317, -2375.123148
1492.783893, -2375.038281
1494.919385, -2374.188562
1516.247551, -2365.585936
1661.638817, -2300.847517
1806.077723, -2224.257355
1942.480526, -2137.948703
1996.039409, -2099.611591
2033.964572, -2073.361953
2072.011654, -2047.278005
2186.483005, -1959.700862
2296.396727, -1860.247310
2397.772305, -1751.604073
2490.510898, -1634.026969
2574.780591, -1507.752405
2650.837811, -1373.113675
2719.008677, -1230.517097
2779.671911, -1080.407795
2833.238883, -923.235831
2844.826487, -885.377966
2851.772318, -861.917792
2860.016268, -833.280856
2867.523836, -806.422016
2910.191779, -637.257099
2915.837031, -612.403629
2918.374851, -602.778810
2921.034465, -596.571613
2946.410382, -532.824400
2978.177784, -438.069052
2979.282112, -434.382136
2980.427914, -430.523676
2991.470361, -391.468468
3017.048174, -283.614408
3037.318520, -167.438658
3041.139880, -139.674705
3041.578257, -136.303122
3041.971498, -133.241663
3045.676224, -102.435716
3056.673002,   31.283249
3058.206190,   65.114672
3058.891013,   85.339964
3059.365618,  103.757280
3059.683596,  121.084632
3059.869957,  137.401971
3059.945720,  152.711629
3059.949503,  155.942778
3059.949811,  156.914177
3059.949826,  157.207319
