Time, Emission NOx
  22.100000, 23331.203748
  22.200000, 23437.023478
  22.300000, 23542.854518
  22.400000, 23648.685558
  22.500000, 23754.516598
  22.600000, 23860.347638
  22.700000, 23966.178678
  22.800000, 24072.009718
  22.900000, 24177.840758
  23.000000, 24283.671797
  23.045050, 24331.348391
  23.145050, 24437.211832
  23.245050, 24543.080853
  23.345050, 24648.949875
  23.445050, 24754.818896
  23.545050, 24860.687918
  23.645050, 24966.556939
  23.745050, 25072.425961
  23.845050, 25178.294982
  23.945050, 25284.164004
  24.045050, 25390.033025
  24.145050, 25495.894060
  24.245050, 25601.739556
  24.345050, 25707.585052
  24.445050, 25813.430548
  24.545050, 25919.276044
  24.645050, 26025.121540
  24.745050, 26130.967035
  24.845050, 26236.812531
  24.945050, 26342.658027
  25.045050, 26448.503523
  25.145050, 26554.324547
  25.245050, 26660.097960
  25.345050, 26765.871373
  25.445050, 26871.644785
  25.545050, 26977.418198
  25.645050, 27083.191611
  25.745050, 27188.965024
  25.845050, 27294.738437
  25.945050, 27400.511849
  26.045050, 27506.285262
  26.111100, 27576.148891
  26.211100, 27681.831330
  26.311100, 27787.513768
  26.411100, 27893.196207
  26.511100, 27998.878646
  26.611100, 28104.561084
  26.711100, 28210.243523
  26.811100, 28315.925961
  26.911100, 28421.608400
  27.011100, 28527.290839
  27.111100, 28632.973277
  27.211100, 28738.613348
  27.311100, 28844.253419
  27.411100, 28949.893490
  27.511100, 29055.533561
  27.611100, 29161.173632
  27.711100, 29266.799161
  27.811100, 29372.424690
  27.911100, 29478.050219
  28.011100, 29583.675749
  28.111100, 29689.301278
  28.211100, 29794.922417
  28.311100, 29900.543557
  28.411100, 30006.164696
  28.511100, 30111.785835
