Time, Aircraft mass
   0.000000, 53610.000000
   0.461265, 53583.277518
  15.929289, 52982.303226
 239.768281, 48304.724156
 258.768281, 48093.223828
 263.638786, 47875.377362
 280.342294, 47365.659712
 289.342294, 47261.180491
 319.342294, 46708.972298
 320.308961, 46696.273407
 320.544841, 46696.273407
