Mach, Rate of Climb
   0.337082, 1292.276818
   0.339738, 1303.512490
   0.342394, 1314.465118
   0.345049, 1325.149174
   0.347705, 1335.269280
   0.350361, 1345.356648
   0.353017, 1355.058096
   0.355672, 1364.274994
   0.358328, 1373.329764
   0.360984, 1381.715809
   0.363640, 1390.130075
   0.366295, 1398.008496
   0.368951, 1405.628235
   0.371607, 1412.801816
   0.374263, 1419.654751
   0.376918, 1426.161542
   0.379574, 1432.361359
   0.382230, 1438.122865
   0.384885, 1443.630568
   0.387541, 1448.608290
   0.390197, 1453.450325
   0.392853, 1457.589227
   0.395508, 1461.681165
   0.398164, 1465.130211
   0.400820, 1468.376967
   0.403476, 1471.243289
   0.406131, 1473.529581
   0.408787, 1475.740986
   0.411443, 1477.253817
   0.414099, 1478.563704
   0.416754, 1479.657136
   0.419410, 1480.021524
   0.422066, 1480.284031
   0.424721, 1480.187329
   0.427377, 1479.501306
   0.430033, 1478.700222
   0.432689, 1477.570909
   0.435344, 1475.860943
   0.438000, 1474.023538
   0.440656, 1471.894658
   0.443312, 1469.059223
   0.445967, 1466.199322
   0.448623, 1463.247902
   0.451279, 1459.504961
   0.453935, 1455.524382
   0.456590, 1451.391961
   0.459246, 1446.992807
   0.461902, 1442.081539
   0.464558, 1437.008416
   0.467213, 1431.773282
   0.469869, 1425.972413
   0.472525, 1419.763453
   0.475180, 1413.661029
   0.477836, 1407.387537
   0.480492, 1400.572441
   0.483148, 1393.210119
   0.485803, 1385.680233
   0.488459, 1378.443787
   0.491115, 1370.906091
   0.493771, 1362.569115
   0.496426, 1354.040288
   0.499082, 1345.319250
   0.501738, 1336.878272
   0.504394, 1327.993219
   0.507049, 1318.544676
   0.509705, 1308.896961
   0.512361, 1299.049653
   0.515016, 1289.318212
   0.517672, 1279.275717
   0.520328, 1268.634688
   0.522984, 1257.786569
   0.525639, 1246.730880
   0.528295, 1235.630740
   0.530951, 1224.618428
   0.533607, 1212.663798
   0.536262, 1200.493222
   0.538918, 1188.106164
   0.541574, 1175.550647
   0.544230, 1163.100195
   0.546885, 1150.396822
   0.549541, 1136.777250
   0.552197, 1122.931397
   0.554853, 1108.858678
   0.557508, 1094.809023
   0.560164, 1080.559819
   0.562820, 1066.084624
   0.565475, 1050.986534
   0.568131, 1035.313068
   0.570787, 1019.521883
   0.573443, 1003.549812
   0.576098,  987.339927
   0.578754,  970.891592
   0.581410,  954.204174
   0.584066,  937.042804
   0.586721,  919.206206
   0.589377,  901.119194
   0.592033,  882.781084
   0.594689,  864.191197
   0.597344,  845.340486
   0.600000,  826.208355
