Speed (CAS), Efficiency
 124.076953,   13.510019
 126.087265,   13.768262
 128.097578,   14.019442
 130.107890,   14.262656
 132.118202,   14.494495
 134.128515,   14.716815
 136.138827,   14.929448
 138.149140,   15.131926
 140.159452,   15.323903
 142.169765,   15.505168
 144.180077,   15.675652
 146.190389,   15.835433
 148.200702,   15.984741
 150.211014,   16.122276
 152.221327,   16.246592
 154.231639,   16.360826
 156.241951,   16.465758
 158.252264,   16.559320
 160.262576,   16.639101
 162.272889,   16.711386
 164.283201,   16.772391
 166.293514,   16.820960
 168.303826,   16.864763
 170.314138,   16.891209
 172.324451,   16.914200
 174.334763,   16.923138
 176.345076,   16.927268
 178.355388,   16.918537
 180.365700,   16.906190
 182.376013,   16.879905
 184.386325,   16.853413
 186.396638,   16.810345
 188.406950,   16.766629
 190.417263,   16.713445
 192.427575,   16.653169
 194.437887,   16.592699
 196.448200,   16.517150
 198.458512,   16.441067
 200.468825,   16.362886
 202.479137,   16.272207
 204.489449,   16.181637
 206.499762,   16.090579
 208.510074,   15.986721
 210.520387,   15.883209
 212.530699,   15.780054
 214.541012,   15.669197
 216.551324,   15.554413
 218.561636,   15.440251
 220.571949,   15.326721
 222.582261,   15.203795
 224.592574,   15.080349
 226.602886,   14.957809
 228.613198,   14.836178
 230.623511,   14.708448
 232.633823,   14.578565
 234.644136,   14.449858
 236.654448,   14.322325
 238.664761,   14.195965
 240.675073,   14.062052
 242.685385,   13.929224
 244.695698,   13.797808
 246.706010,   13.667794
 248.716323,   13.539174
 250.726635,   13.407162
 252.736947,   13.273633
 254.747260,   13.141702
 256.757572,   13.011353
 258.767885,   12.882570
 260.778197,   12.755337
 262.788510,   12.626618
 264.798822,   12.495955
 266.809134,   12.367003
 268.819447,   12.239740
 270.829759,   12.114143
 272.840072,   11.990190
 274.850384,   11.867859
 276.860696,   11.745574
 278.871009,   11.621102
 280.881321,   11.498369
 282.891634,   11.377346
 284.901946,   11.258009
 286.912259,   11.140330
 288.922571,   11.024284
 290.932883,   10.909845
 292.943196,   10.796989
 294.953508,   10.682354
 296.963821,   10.568477
 298.974133,   10.456253
 300.984445,   10.345653
 302.994758,   10.236651
 305.005070,   10.129219
 307.015383,   10.023330
 309.025695,    9.918958
 311.036008,    9.816077
 313.046320,    9.714662
 315.056632,    9.613131
 317.066945,    9.511450
 319.077257,    9.411271
 321.087570,    9.312567
 323.097882,    9.215310
