Ground Roll Distance, Acceleration
1088.595873, -4984.454181
1113.017626, -4976.637368
1279.961710, -4923.875885
1313.078687, -4913.548681
1346.105646, -4903.295288
1379.042837, -4893.115192
1411.890511, -4883.007883
1418.449326, -4880.995111
1418.480335, -4880.985599
1418.497053, -4880.980471
1418.500876, -4880.979298
1418.502965, -4880.978657
1418.504054, -28630.270138
1418.505108, -28630.308349
1418.515646, -28630.690464
1418.621023, -28634.511851
1419.674596, -28672.749829
1430.190164, -29057.549132
1533.241194, -33156.405588
1635.834018, -37927.219117
1729.548622, -43040.553042
1814.149541, -48441.005891
1889.896147, -54078.930186
1957.171602, -59898.371157
2016.428250, -65837.875101
2034.806350, -67869.880585
2047.469869, -69330.405366
2060.994998, -70949.143317
2063.375450, -71232.309175
2065.976901, -71538.800431
2091.195102, -74628.330067
2107.858586, -76798.763716
2118.331190, -78221.639134
2122.778806, -78840.461762
2128.896907, -79696.342244
2165.153589, -85177.272224
2172.870322, -86449.838341
2180.409311, -87736.352867
2182.592088, -88117.434874
2183.814446, -88321.569748
2184.925276, -88504.864439
2195.633977, -90320.471053
2222.285442, -95319.294423
2242.958550, -99965.204281
2244.507276, -100360.843970
2247.466559, -101236.580724
2249.964713, -102020.455388
2260.720389, -106393.775513
2262.088508, -107329.225424
2262.632275, -107835.473209
2262.967297, -108268.261732
2263.149093, -108652.256097
2263.205754, -108992.554320
2263.205782, -109000.515057
