Time, Acceleration
   0.000100, 30886.060435
   0.000632, 30885.931865
   0.002433, 30885.496507
   0.007116, 30884.364457
   0.023092, 30880.502634
   0.047188, 30874.677975
   0.083283, 30865.953561
   0.121598, 30856.692849
   0.160197, 30847.364128
   0.198506, 30838.105864
   0.237151, 30828.767144
   0.275884, 30819.407740
   0.314632, 30810.044988
   0.353654, 30800.616823
   0.393414, 30791.010852
   0.432783, 30781.500061
   0.472757, 30771.843629
   0.513224, 30762.068653
   0.554080, 30752.200323
   0.594839, 30742.356164
   0.635833, 30732.455790
   0.677269, 30722.449207
   0.719971, 30712.137632
   0.762087, 30701.968448
   0.805363, 30691.519623
   0.849056, 30680.970964
   0.892519, 30670.478683
   0.936052, 30659.969980
   0.980970, 30649.128059
   1.025783, 30638.311932
   1.071598, 30627.254899
   1.117154, 30616.261409
   1.164195, 30604.910029
   1.210595, 30593.714467
   1.258228, 30582.222271
   1.306203, 30570.648408
   1.315922, 30568.303846
   1.320452, 30567.211100
   1.322835, 30566.636223
   1.324613, 30566.207301
   1.326010, 30565.870298
   1.327083, 30565.611342
   1.328014, 30565.386825
   1.328866, 30565.181272
   1.329518, 30565.023905
   1.330073, 30564.890033
   1.330238, 30564.850299
   1.330298, 30564.835851
   1.330362, 30564.820406
   1.330818, 30564.710406
   1.332863, 30564.217430
   1.339736, 30562.560238
   1.356979, 30558.402895
   1.392678, 30549.796122
   1.442163, 30537.866275
   1.492376, 30525.762176
   1.542535, 30513.672018
   1.593756, 30501.326912
   1.646603, 30488.590965
   1.698226, 30476.151347
   1.751334, 30463.354802
   1.803580, 30450.767137
   1.858242, 30437.598853
   1.912395, 30424.554059
   1.966182, 30411.598719
   2.021117, 30398.368392
   2.076435, 30385.046769
   2.132376, 30371.576607
   2.189052, 30357.930913
   2.246851, 30344.016175
   2.303941, 30330.273414
   2.361589, 30316.397887
   2.419871, 30302.371099
   2.479178, 30288.099320
   2.538988, 30273.707905
   2.599833, 30259.069150
   2.659780, 30244.647998
   2.671968, 30241.716235
   2.673200, 30241.420004
   2.674220, 30241.174495
   2.674410, 30241.128780
   2.674568, 30241.090768
   2.674653, 30241.070395
   2.674689, 30241.061777
   2.674734, 30241.050963
   2.675142, 30240.953218
   2.677147, 30240.472264
   2.687306, 30238.036430
   2.713364, 30231.788555
   2.775439, 30216.906076
