Time, CD
   0.000000,    0.189836
   0.100000,    0.188598
   0.200000,    0.188598
   0.300000,    0.188598
   0.400000,    0.188587
   0.500000,    0.188576
   0.600000,    0.188565
   0.700000,    0.188554
   0.800000,    0.188542
   0.900000,    0.188531
   1.000000,    0.188520
   1.100000,    0.188509
   1.200000,    0.188497
   1.300000,    0.188486
   1.400000,    0.188475
   1.500000,    0.188464
   1.600000,    0.188452
   1.700000,    0.188441
   1.800000,    0.188430
   1.900000,    0.188419
   2.000000,    0.188407
   2.100000,    0.188396
   2.200000,    0.188385
   2.300000,    0.188374
   2.400000,    0.188373
   2.500000,    0.188373
   2.600000,    0.188373
   2.700000,    0.188373
   2.800000,    0.188373
   2.900000,    0.188373
   3.000000,    0.188373
   3.100000,    0.188373
   3.200000,    0.188373
   3.300000,    0.188373
   3.400000,    0.188352
   3.500000,    0.188329
   3.600000,    0.188307
   3.700000,    0.188284
   3.800000,    0.188262
   3.900000,    0.188239
   4.000000,    0.188217
   4.100000,    0.188194
   4.200000,    0.188172
   4.300000,    0.188149
   4.400000,    0.188147
   4.500000,    0.188147
   4.600000,    0.188147
   4.700000,    0.188147
   4.800000,    0.188147
   4.900000,    0.188147
   5.000000,    0.188147
   5.100000,    0.188147
   5.200000,    0.188147
   5.300000,    0.188147
   5.400000,    0.188137
   5.500000,    0.188126
   5.600000,    0.188115
   5.700000,    0.188103
   5.800000,    0.188092
   5.900000,    0.188081
   6.000000,    0.188070
   6.100000,    0.188058
   6.200000,    0.188047
   6.300000,    0.188036
   6.400000,    0.188035
   6.500000,    0.188035
   6.600000,    0.188035
   6.700000,    0.188035
   6.800000,    0.188035
   6.900000,    0.188035
   7.000000,    0.188035
   7.100000,    0.188035
   7.200000,    0.188035
   7.300000,    0.188035
   7.400000,    0.188014
   7.500000,    0.187992
   7.600000,    0.187969
   7.700000,    0.187947
   7.800000,    0.187924
   7.900000,    0.187902
   8.000000,    0.187879
   8.100000,    0.187856
   8.200000,    0.187834
   8.300000,    0.187811
   8.400000,    0.187810
   8.500000,    0.187810
   8.600000,    0.187810
   8.700000,    0.187810
   8.800000,    0.187810
   8.900000,    0.187810
   9.000000,    0.187810
   9.100000,    0.187810
   9.200000,    0.187810
   9.300000,    0.187810
   9.400000,    0.187799
   9.500000,    0.187788
   9.600000,    0.187777
   9.700000,    0.187766
   9.800000,    0.187754
   9.900000,    0.187743
  10.000000,    0.187732
  10.100000,    0.187720
  10.200000,    0.187709
  10.300000,    0.187698
  10.400000,    0.187697
  10.500000,    0.187697
  10.600000,    0.187697
  10.700000,    0.187697
  10.800000,    0.187697
  10.900000,    0.187697
  11.000000,    0.187697
  11.100000,    0.187697
  11.200000,    0.187697
  11.300000,    0.187697
  11.400000,    0.187676
  11.500000,    0.187654
  11.600000,    0.187631
  11.700000,    0.187609
  11.800000,    0.187586
  11.900000,    0.187564
  12.000000,    0.187541
  12.100000,    0.187519
  12.200000,    0.187496
  12.300000,    0.187474
  12.400000,    0.187472
  12.500000,    0.187472
  12.600000,    0.187472
  12.700000,    0.187472
  12.800000,    0.187472
  12.900000,    0.187472
  13.000000,    0.187472
  13.100000,    0.187472
  13.200000,    0.187472
  13.300000,    0.187472
  13.400000,    0.187462
  13.500000,    0.187450
  13.600000,    0.187439
  13.700000,    0.187428
  13.800000,    0.187416
  13.900000,    0.187405
  14.000000,    0.187394
  14.100000,    0.187383
  14.200000,    0.187371
  14.300000,    0.187360
  14.400000,    0.187359
  14.500000,    0.187359
  14.600000,    0.187359
  14.700000,    0.187359
  14.800000,    0.187359
  14.900000,    0.187359
  15.000000,    0.187359
  15.100000,    0.187359
  15.200000,    0.187359
  15.300000,    0.187359
  15.400000,    0.187339
  15.500000,    0.187316
  15.600000,    0.187294
  15.700000,    0.187271
  15.800000,    0.187248
  15.900000,    0.187226
  16.000000,    0.187203
  16.100000,    0.187181
  16.200000,    0.187158
  16.300000,    0.187136
  16.400000,    0.187134
  16.500000,    0.187134
  16.600000,    0.187134
  16.700000,    0.187134
  16.800000,    0.187134
  16.900000,    0.187134
  17.000000,    0.187134
  17.100000,    0.187134
  17.200000,    0.187134
  17.300000,    0.187134
  17.400000,    0.187124
  17.500000,    0.187113
  17.600000,    0.187101
  17.700000,    0.187090
  17.800000,    0.187079
  17.900000,    0.187067
  18.000000,    0.187056
  18.100000,    0.187045
  18.200000,    0.187034
  18.300000,    0.187022
  18.400000,    0.187022
  18.500000,    0.187022
  18.600000,    0.187022
  18.700000,    0.187022
  18.800000,    0.187022
  18.900000,    0.187022
  19.000000,    0.187022
  19.100000,    0.187022
  19.200000,    0.187022
  19.300000,    0.187022
  19.400000,    0.187001
  19.500000,    0.186978
  19.600000,    0.186956
  19.700000,    0.186933
  19.800000,    0.186911
  19.900000,    0.186888
  20.000000,    0.186866
  20.100000,    0.186843
  20.200000,    0.186821
  20.300000,    0.186798
  20.400000,    0.186796
  20.500000,    0.186796
  20.600000,    0.186796
  20.700000,    0.186796
  20.800000,    0.186796
  20.900000,    0.186796
  21.000000,    0.186796
  21.100000,    0.186796
  21.200000,    0.186796
  21.300000,    0.186796
  21.400000,    0.186786
  21.500000,    0.186775
  21.600000,    0.186763
  21.700000,    0.186752
  21.800000,    0.186741
  21.900000,    0.186730
  22.000000,    0.186718
  22.100000,    0.186707
  22.200000,    0.186696
  22.300000,    0.186685
