Ground distance, Fuel used
   0.000000,    0.000000
   1.548757,    0.916760
   6.169300,    1.834222
  13.822748,    2.752199
  24.469864,    3.670530
  38.071078,    4.589092
  54.586525,    5.507838
  73.976065,    6.426674
  96.199315,    7.345612
 121.215689,    8.264644
 148.984405,    9.183762
 179.464540,   10.103067
 212.615040,   11.022514
 248.394761,   11.942260
 286.762509,   12.862256
 327.677085,   13.782624
 371.097342,   14.703327
 416.982240,   15.624424
 465.290878,   16.545895
 515.982564,   17.467757
 569.016800,   18.390004
 624.353311,   19.312658
 681.952009,   20.235724
 688.328143,   20.335791
 748.394714,   21.259399
 810.683161,   22.183517
 844.610418,   22.673782
 900.042340,   23.456694
 933.481435,   23.919387
1001.645514,   24.845168
1071.033011,   25.771090
1095.271281,   26.091889
1165.560093,   27.017434
1196.255076,   27.420388
1266.738685,   28.344958
1337.221332,   29.268684
1407.703322,   30.191551
1478.185440,   31.113557
1548.668153,   32.034698
1619.151394,   32.954974
1689.635174,   33.874381
1760.119517,   34.792919
1830.604403,   35.710584
1901.089858,   36.627375
1940.874550,   37.144457
1995.290304,   37.851247
2065.775737,   38.765987
2136.261577,   39.679851
2206.748012,   40.592840
2277.235008,   41.504953
2347.722588,   42.416193
2418.210775,   43.326562
2488.699551,   44.236058
2559.188880,   45.144685
2629.678788,   46.052443
2677.437898,   46.666980
2747.927966,   47.542813
2818.417341,   48.356873
2888.907210,   49.109362
2959.397824,   49.800435
3029.889273,   50.460647
3100.381529,   51.120463
3170.874411,   51.779884
3241.367772,   52.438912
3311.861631,   53.097547
3382.355963,   53.755790
3452.850701,   54.413640
3523.345979,   55.071098
3593.841750,   55.728165
3664.337955,   56.384841
3734.834694,   57.041127
3805.331893,   57.697023
3875.829526,   58.352531
3946.327688,   59.007651
4016.826336,   59.662382
4087.325458,   60.316726
4157.825099,   60.970683
4228.325208,   61.624252
4298.825802,   62.277435
4369.326881,   62.930232
4439.828430,   63.582642
4510.330516,   64.234667
4580.833078,   64.886307
4651.336066,   65.537563
4721.839573,   66.188433
4792.343532,   66.838920
4862.847969,   67.489022
4933.352947,   68.138742
5003.858376,   68.788078
5074.364253,   69.437031
5144.870642,   70.085602
5215.377491,   70.733791
5285.884823,   71.381602
5356.392661,   72.029040
5426.900987,   72.676104
5497.409838,   73.322795
5567.919182,   73.969113
5638.429002,   74.615059
5708.939339,   75.260634
5779.450123,   75.905836
5849.961397,   76.550668
5920.473217,   77.195128
5990.985490,   77.839218
6061.498223,   78.482938
6132.011479,   79.126288
6202.525182,   79.769268
6273.039403,   80.411879
6343.554160,   81.054120
6414.069347,   81.695994
6484.585079,   82.337499
6555.101349,   82.978636
6625.618050,   83.619406
6696.135236,   84.259808
6766.652861,   84.899844
6837.170913,   85.539513
6907.689498,   86.178815
6978.208548,   86.817752
7048.727991,   87.456324
7119.247945,   88.094530
7189.768350,   88.732371
7260.289174,   89.369848
7330.810508,   90.006961
7401.332291,   90.643709
7471.854525,   91.280095
7542.377276,   91.916117
7612.900485,   92.551777
7683.424138,   93.187074
7753.948261,   93.822009
7824.472797,   94.456582
7894.997829,   95.090790
7965.523113,   95.724311
8000.000000,   96.033687
