Ground Roll Distance, Acceleration
 331.473468,   -0.419197
 338.891409,   -0.418547
 389.568447,   -0.414164
 399.621374,   -0.413306
 409.646987,   -0.412454
 419.645362,   -0.411608
 429.616575,   -0.410768
 431.607565,   -0.410601
 431.614209,   -0.410601
 431.616547,   -0.410601
 431.619034,   -0.410600
 431.619291,   -2.411771
 431.619553,   -2.411774
 431.622169,   -2.411800
 431.648334,   -2.412066
 431.909934,   -2.414723
 434.521853,   -2.441432
 460.217480,   -2.722775
 491.467928,   -3.117227
 520.297518,   -3.544061
 546.390242,   -3.996179
 569.804590,   -4.469426
 590.647569,   -4.959193
 609.049725,   -5.460380
 625.153583,   -5.967490
 626.020809,   -5.996866
 627.012204,   -6.029381
 636.548709,   -6.357813
 641.186140,   -6.528875
 643.783233,   -6.628334
 645.092137,   -6.679245
 646.256848,   -6.724843
 657.102823,   -7.181214
 659.626393,   -7.296973
 662.247113,   -7.421803
 662.925251,   -7.454923
 664.045682,   -7.506705
 672.661014,   -7.937973
 679.487464,   -8.341407
 680.822738,   -8.431175
 681.314735,   -8.465592
 681.670714,   -8.491014
 681.807534,   -8.501597
 681.944248,   -8.512687
 683.221019,   -8.621244
 686.528388,   -8.986244
 687.012466,   -9.072424
 687.199517,   -9.116963
 687.318313,   -9.154840
 687.388034,   -9.188468
 687.417491,   -9.218335
 687.419406,   -9.224883
 687.419677,   -9.227373
 687.419717,   -9.228690
 687.419717,   -9.228757
