Ground Roll distance, Vertical Forces
1097.930005, 34168.452808
1123.041432, 33987.259226
1295.202078, 32762.312463
1329.257198, 32523.547508
1363.188072, 32286.805677
1396.995301, 32052.065135
1406.529687, 31986.066105
1425.569015, 31854.533708
1432.294856, 31808.151795
1434.983821, 31789.620642
1436.059188, 31782.211635
1436.517985, 31779.050972
1437.435512, 31772.730724
1437.511818, 31772.205139
1437.549637, 31771.944647
1437.572672, 31771.785984
1437.591167, 31771.658598
1437.604171, 31771.569030
1437.608037, 31771.542404
1437.609132, 31771.519635
1437.610137, 31771.497467
1437.620186, 31771.275778
1437.720683, 31769.058813
1438.725458, 31746.881618
1448.753841, 31524.355269
1547.030358, 29224.102528
1657.658616, 26346.674407
1758.068646, 23426.797906
1847.571022, 20533.367285
1926.661209, 17709.201683
1995.994799, 14992.504459
2056.273604, 12417.766898
2070.826907, 11762.870112
2079.929396, 11346.187819
2086.583807, 11038.029879
2089.807712, 10887.640324
2093.054244, 10735.487291
2124.242829, 9237.099481
2138.687950, 8519.529254
2146.865522, 8106.323499
2149.811330, 7956.204062
2153.326881, 7776.145042
2186.226675, 6040.997415
2194.754263, 5575.629751
2202.486663, 5147.720338
2206.003410, 4951.180864
2207.980235, 4840.163858
2210.004374, 4726.100316
2228.902874, 3642.120426
2254.542919, 2111.750191
2259.336082, 1817.173548
2263.695454, 1546.693192
2267.899694, 1283.403689
2268.789006, 1227.391439
2269.095565, 1208.056646
2269.436009, 1186.567199
2272.671891,  981.337156
2283.986943,  247.834528
2285.605774,  140.356138
2286.520786,   79.195236
2287.111806,   39.489229
2287.473331,   15.096704
2287.655064,    2.789780
2287.676508,    1.334200
2287.695920,    0.015252
2287.696125,    0.001278
2287.696143,    0.000045
