eta, Cd
   0.000000,    0.034157
   0.020408,    0.034727
   0.040816,    0.035015
   0.061224,    0.035247
   0.081633,    0.035451
   0.102041,    0.035641
   0.122449,    0.035831
   0.142857,    0.036012
   0.163265,    0.036183
   0.183673,    0.036348
   0.204082,    0.036508
   0.224490,    0.036662
   0.244898,    0.036823
   0.265306,    0.036985
   0.285714,    0.037136
   0.306122,    0.037372
   0.326531,    0.037846
   0.346939,    0.038314
   0.367347,    0.038777
   0.387755,    0.039234
   0.408163,    0.039685
   0.428571,    0.040128
   0.448980,    0.040561
   0.469388,    0.040983
   0.489796,    0.041393
   0.510204,    0.041787
   0.530612,    0.042164
   0.551020,    0.042523
   0.571429,    0.042861
   0.591837,    0.043174
   0.612245,    0.043460
   0.632653,    0.043713
   0.653061,    0.043930
   0.673469,    0.044103
   0.693878,    0.044234
   0.714286,    0.044324
   0.734694,    0.044348
   0.755102,    0.044295
   0.775510,    0.044147
   0.795918,    0.043883
   0.816327,    0.043506
   0.836735,    0.042997
   0.857143,    0.042279
   0.877551,    0.041364
   0.897959,    0.040188
   0.918367,    0.038798
   0.938776,    0.037283
   0.959184,    0.036456
   0.979592,    0.046407
   1.000000,   -0.061903
