"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 14.49.10"


14
X,Y
0.0,0.0,
0.0296310,0.126460,
0.0676902,0.305226,
0.100544,0.461912,
0.148653,0.717193,
0.191975,0.966554,
0.215668,1.12554,
0.235358,1.26847,
0.259875,1.44967,
0.290450,1.70144,
0.321848,1.97542,
0.368951,2.39044,
0.389502,2.58793,
0.4,2.69070,
