"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 17.16.55"


19
X,Y
0.0,0.856398,
4.11955,0.851043,
7.94830,0.843255,
11.0501,0.825243,
13.1341,0.805285,
15.0727,0.772670,
16.1874,0.738108,
17.7868,0.677747,
18.9984,0.630529,
20.5977,0.590125,
23.0210,0.546801,
25.7351,0.512726,
29.6607,0.477191,
34.4588,0.444576,
39.6931,0.417316,
43.6187,0.401252,
49.5315,0.381780,
54.4750,0.369124,
60.0,0.357441,
