"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.46.36"


18
X,Y
0.0,0.0,
0.0437432,0.0147366,
0.0912739,0.0255564,
0.137552,0.0349819,
0.191285,0.0439760,
0.229494,0.0490594,
0.265259,0.0518371,
0.335510,0.0557837,
0.383915,0.0567337,
0.415051,0.0568846,
0.451378,0.0556928,
0.502567,0.0532626,
0.565317,0.0489513,
0.655416,0.0403937,
0.726349,0.0329687,
0.816137,0.0219975,
0.899627,0.0121011,
1.0,0.0,
