"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 14.44.36"


20
X,Y
0,0,
0.0110092,0.0302045,
0.0252294,0.0813197,
0.0380734,0.137082,
0.0559633,0.211431,
0.0633028,0.248606,
0.0802752,0.334572,
0.108257,0.492565,
0.138073,0.659851,
0.166514,0.827138,
0.197248,1.00604,
0.224771,1.18030,
0.250917,1.32667,
0.275229,1.48002,
0.288532,1.55901,
0.312385,1.68448,
0.341284,1.83550,
0.365138,1.94935,
0.384404,2.03996,
0.4,2.10502,
