"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 15.09.56"


16
X,Y
0.0,0.0,
0.0483194,0.0553110,
0.0774793,0.0912508,
0.125789,0.148397,
0.183191,0.220271,
0.235140,0.282941,
0.311702,0.374187,
0.375501,0.450684,
0.451191,0.533668,
0.536035,0.620372,
0.610878,0.690508,
0.676593,0.752337,
0.758770,0.823430,
0.841895,0.889024,
0.909500,0.940772,
1.0,1.0,
