"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 14.51.52"


16
X,Y
0.0,0.0,
3.95440,0.00318398,
8.18764,0.00821024,
11.8712,0.0139349,
15.8332,0.0212711,
20.1663,0.0306792,
26.9938,0.0483633,
33.7312,0.0669711,
37.6081,0.0779992,
42.2272,0.0931712,
45.9222,0.105124,
49.3408,0.116619,
53.5922,0.131565,
57.8389,0.143973,
61.4391,0.154312,
64.4845,0.162581,
