"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.33.13"


19
X,Y
0.0,0,
0.0509843,0.0126135,
0.112656,0.0249025,
0.161053,0.0340918,
0.214641,0.0419415,
0.275740,0.0497887,
0.350703,0.0569894,
0.399371,0.0599707,
0.453294,0.0620940,
0.498411,0.0625077,
0.548762,0.0619028,
0.592566,0.0604438,
0.638328,0.0575392,
0.699873,0.0522213,
0.770695,0.0439571,
0.836014,0.0346243,
0.918868,0.0198271,
0.957385,0.0106634,
1.0,0.0,
