"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 15.11.13"


18
X,Y
0.0,0.0,
0.0354959,0.0515708,
0.0710171,0.0985546,
0.119291,0.162122,
0.176658,0.240418,
0.233123,0.315957,
0.285979,0.380468,
0.336093,0.443128,
0.404484,0.518732,
0.470138,0.591570,
0.531276,0.651538,
0.595166,0.711522,
0.655417,0.765981,
0.733037,0.831545,
0.821657,0.899005,
0.899348,0.951725,
0.964272,0.990614,
1.0,1.0,
