"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.19.08"


8
X,Y
0.15,0.235548,
0.175397,0.227481,
0.204395,0.220753,
0.240925,0.214462,
0.270764,0.210411,
0.318733,0.205447,
0.359173,0.201830,
0.4,0.199777,
