"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.41.02"


21
X,Y
0.0,0.0,
0.0776391,0.0196156,
0.116179,0.0272561,
0.163482,0.0362851,
0.198644,0.0426958,
0.239095,0.0485161,
0.275102,0.0531605,
0.317415,0.0567860,
0.380087,0.0601909,
0.421037,0.0615692,
0.466175,0.0621434,
0.516520,0.0614850,
0.567833,0.0600236,
0.612592,0.0576545,
0.663553,0.0534639,
0.724967,0.0471292,
0.772468,0.0410666,
0.825195,0.0339320,
0.864050,0.0273905,
0.916460,0.0177943,
1,0,
