"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 15.12.28"


19
X,Y
0.0,0.0,
0.0318364,0.0497158,
0.0654875,0.103111,
0.116478,0.173116,
0.154696,0.230206,
0.190227,0.275355,
0.249414,0.356413,
0.311379,0.432900,
0.356946,0.488196,
0.425312,0.568388,
0.504656,0.654144,
0.579504,0.723362,
0.647064,0.783366,
0.735663,0.854495,
0.812427,0.909045,
0.867280,0.944209,
0.919415,0.972936,
0.962422,0.993356,
1.0,1.0,
