"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 17/04/16, 18.09.03"


19
X,Y
0.0,0.0,
0.0639210,0.0788615,
0.115550,0.144526,
0.176704,0.221396,
0.246563,0.305447,
0.332293,0.407904,
0.399768,0.488751,
0.472778,0.573581,
0.556027,0.660743,
0.619441,0.725502,
0.698688,0.803831,
0.698688,0.803831,
0.698688,0.803831,
0.773102,0.867690,
0.825316,0.908360,
0.863257,0.933835,
0.909078,0.961661,
0.958025,0.987043,
1.0,1.0,
