"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.22.14"


12
X,Y
0.1,0.235603,
0.128805,0.222400,
0.153055,0.212328,
0.173961,0.204046,
0.196821,0.196431,
0.223307,0.188812,
0.248402,0.183650,
0.277681,0.177591,
0.301106,0.174217,
0.325088,0.170619,
0.357160,0.167011,
0.4,0.162947,
