"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 15.04.15"


21
X,Y
0.0,0.0,
5.29605,0.00308528,
10.9069,0.00475733,
16.2014,0.00744104,
20.1388,0.0111615,
23.9200,0.0158897,
28.5863,0.0218015,
33.1757,0.0285183,
38.5749,0.0376253,
42.9218,0.0437455,
48.2363,0.0516497,
54.1158,0.0607451,
59.9106,0.0686377,
66.6716,0.0779127,
71.3425,0.0850292,
77.9426,0.0941072,
83.0077,0.0996078,
86.4586,0.101733,
88.7841,0.102681,
91.5068,0.102817,
94.7059,0.101936,
