"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 15.08.41"


13
X,Y
0.0,0.0,
0.0666220,0.0636685,
0.127755,0.124555,
0.201655,0.199272,
0.259144,0.255551,
0.333957,0.331191,
0.440712,0.437282,
0.524664,0.519394,
0.594003,0.589499,
0.688903,0.682681,
0.784705,0.778620,
0.884156,0.878248,
1.0,1.0,
