"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 14.53.40"


17
X,Y
0.0,0.0,
7.37367,0.00203119,
16.6733,0.00522080,
21.4898,0.00851845,
26.3132,0.0136232,
31.3082,0.0217359,
36.7067,0.0306421,
43.0834,0.0441432,
48.2471,0.0544607,
53.0835,0.0629789,
59.0454,0.0726747,
65.2467,0.0821640,
73.1361,0.0934198,
79.1734,0.101909,
84.9606,0.107794,
89.2952,0.110701,
92.8230,0.112022,
