"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 17/04/16, 18.25.39"


23
X,Y
0,0,
0.739717,0.0876094,
1.47671,0.155253,
2.25359,0.218889,
2.98867,0.272556,
3.92754,0.338135,
4.98797,0.405671,
6.04785,0.469213,
7.10692,0.526765,
8.00181,0.566402,
8.81503,0.600075,
9.87246,0.645648,
11.0504,0.685190,
12.5935,0.734595,
14.2576,0.781962,
15.9625,0.831313,
17.7873,0.870640,
19.5306,0.906001,
22.1247,0.953059,
24.0694,0.982362,
26.5402,1.01548,
28.8075,1.03869,
30.0,1.05028,
