"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 17.00.45"


13
X,Y
0.0,0.810714,
9.78296,0.809241,
15.4421,0.808366,
21.5369,0.802477,
26.1286,0.790637,
32.0328,0.766227,
37.0380,0.739483,
42.1699,0.702825,
47.4314,0.657491,
53.4152,0.602152,
58.5139,0.550659,
62.1538,0.512996,
65.0,0.486574,
