"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.27.42"


11
X,Y
0.0,0.0,
0.0731808,0.125795,
0.161265,0.263960,
0.239824,0.377528,
0.349065,0.516717,
0.442614,0.630390,
0.568677,0.760060,
0.680017,0.851955,
0.788837,0.926310,
0.895079,0.991010,
1.0,1.04253,
