"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 25/01/16, 14.48.02"


18
X,Y
0.0,0.0,
0.0132207,0.0622678,
0.0492617,0.218857,
0.0857178,0.389585,
0.114977,0.538294,
0.137830,0.660917,
0.173926,0.864001,
0.199206,1.01687,
0.235757,1.26846,
0.263491,1.47584,
0.310169,1.86863,
0.341582,2.15474,
0.360148,2.35836,
0.370694,2.51774,
0.381257,2.69128,
0.391885,2.91939,
0.398046,3.07689,
0.4,3.17592,
