"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 16/01/16, 19.21.20"


12
X,Y
0.1,0.222210,
0.125992,0.208787,
0.151633,0.196928,
0.176163,0.187302,
0.197908,0.180135,
0.218818,0.174085,
0.238058,0.169823,
0.261481,0.165779,
0.289925,0.161060,
0.323113,0.157674,
0.357417,0.154288,
0.4,0.152232,
