"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 17/04/16, 18.10.32"


21
X,Y
0.0,0.0,
0.0457172,0.0636993,
0.0910057,0.122969,
0.152205,0.205481,
0.210188,0.279153,
0.260232,0.343219,
0.304727,0.401688,
0.352355,0.458520,
0.397611,0.513759,
0.447616,0.572988,
0.506327,0.639399,
0.568955,0.704164,
0.618889,0.754527,
0.684623,0.814429,
0.740020,0.859909,
0.803305,0.908547,
0.849919,0.937172,
0.886249,0.957824,
0.928874,0.979228,
0.964372,0.994244,
1.0,1.0,
