"Y(X), created by Plot Digitizer, 2.6.4"
"Date: 17/04/16, 18.21.33"


26
X,Y
0,0,
0.0238223,0.0385675,
0.0428835,0.0699057,
0.0595558,0.0964187,
0.0904948,0.142198,
0.117270,0.181955,
0.150598,0.232560,
0.198168,0.298800,
0.222558,0.334336,
0.255260,0.379498,
0.304592,0.445120,
0.359241,0.513124,
0.414466,0.579308,
0.464358,0.640688,
0.511227,0.690590,
0.558671,0.738671,
0.603138,0.781931,
0.641667,0.817970,
0.693789,0.861175,
0.748255,0.902546,
0.791428,0.928867,
0.841074,0.954535,
0.875936,0.971231,
0.903689,0.981925,
0.934980,0.993199,
1.0,1.0,
