Ground Distance, 
   0.000000,   58.040215
 250.589387,   58.040215
 259.530437,   57.296110
 268.471487,   56.552004
 277.412537,   55.807899
 286.353587,   55.063794
 295.294637,   54.319688
 304.235687,   53.575583
 313.176737,   52.831478
 322.117787,   52.087372
 331.058837,   51.343267
 331.804022,   51.333118
 339.247772,   51.231747
 390.132329,   50.538997
 400.226384,   50.401615
 410.293001,   50.264618
 420.332257,   50.128004
 430.344228,   49.991771
 432.343355,   49.964570
 432.352806,   49.964441
 432.357902,   49.964372
 432.359067,   49.964356
 432.359704,   49.964347
 432.360036,   49.964342
 432.360357,   49.964324
 432.363569,   49.964151
 432.395688,   49.962422
 432.716817,   49.945113
 435.921962,   49.770922
 467.331916,   47.914015
 498.602209,   45.746183
 527.166420,   43.409034
 552.952780,   40.917599
 576.040346,   38.281597
 596.545904,   35.510854
 614.607331,   32.614949
 620.208975,   31.605025
 624.068816,   30.872240
 628.191275,   30.052833
 628.916837,   29.904416
 629.709760,   29.740742
 637.396267,   28.067730
 642.475297,   26.865110
 645.667347,   26.063198
 647.022980,   25.710732
 648.887777,   25.213393
 659.938814,   21.908283
 662.290874,   21.106773
 664.588758,   20.281270
 665.254068,   20.033629
 665.626643,   19.893152
 665.965224,   19.764355
 669.229236,   18.462382
 677.352603,   14.579024
 683.653766,   10.396509
 684.125818,   10.003140
 685.027807,    9.199850
 685.789245,    8.456531
 689.067575,    3.708097
 689.484577,    2.492609
 689.650317,    1.788356
 689.752432,    1.154622
 689.807844,    0.563550
 689.825114,    0.013207
 689.825122,   -0.003579
