Ground Roll distance, Vertical Forces
1112.799381, 98006.373311
1139.150625, 97753.206297
1322.101989, 96004.793117
1358.494576, 95658.925060
1394.821551, 95314.314990
1431.083034, 94970.957172
1467.279146, 94628.845907
1474.510534, 94560.572741
1474.736660, 94558.438234
1474.853863, 94557.331917
1474.910239, 94556.799761
1474.933754, 94556.577801
1474.940039, 94556.518477
1474.943320, 94556.440916
1474.946314, 94556.366274
1474.976256, 94555.619853
1475.275669, 94548.155155
1478.269145, 94473.459947
1508.138492, 93721.684983
1685.825868, 88997.813990
1858.700951, 83959.665389
2026.307574, 78619.203636
2188.162256, 72996.994777
2343.756073, 67123.450957
2492.557427, 61039.935304
2634.015790, 54799.615409
2767.566530, 48467.938258
2892.636831, 42122.592220
3008.652730, 35852.826926
3115.047183, 29758.023407
3211.269050, 23945.447468
3296.792790, 18527.179504
3371.128574, 13616.290859
3433.832498, 9322.424043
3484.516475, 5747.020920
3522.857383, 2978.516591
3548.605041, 1087.863236
3561.059765,  164.113203
3563.263987,    0.000000
