CD, CL
   0.016838,   -0.872486
   0.015310,   -0.832826
   0.014104,   -0.795655
   0.013118,   -0.758682
   0.012349,   -0.721901
   0.011799,   -0.685305
   0.011459,   -0.648889
   0.011325,   -0.612646
   0.011401,   -0.576568
   0.011678,   -0.540651
   0.012155,   -0.504888
   0.012844,   -0.468640
   0.013774,   -0.431168
   0.014931,   -0.393483
   0.016320,   -0.355578
   0.017959,   -0.317181
   0.019967,   -0.276114
   0.022568,   -0.229498
   0.025990,   -0.175767
   0.030419,   -0.114850
   0.035937,   -0.048143
   0.042453,    0.021569
   0.049615,    0.090220
   0.056789,    0.152785
   0.062986,    0.202966
