CD, CL
   0.024618,   -1.036814
   0.023090,   -0.997153
   0.021884,   -0.959982
   0.020898,   -0.923009
   0.020129,   -0.886228
   0.019579,   -0.849633
   0.019239,   -0.813216
   0.019105,   -0.776973
   0.019181,   -0.740896
   0.019458,   -0.704978
   0.019935,   -0.669215
   0.020624,   -0.632967
   0.021554,   -0.595495
   0.022711,   -0.557811
   0.024100,   -0.519905
   0.025739,   -0.481508
   0.027747,   -0.440441
   0.030348,   -0.393825
   0.033770,   -0.340094
   0.038199,   -0.279177
   0.043717,   -0.212470
   0.050233,   -0.142759
   0.057395,   -0.074108
   0.064569,   -0.011542
   0.070766,    0.038639
