CD, CL
   0.012178,   -0.681583
   0.010650,   -0.641922
   0.009444,   -0.604751
   0.008458,   -0.567778
   0.007689,   -0.530997
   0.007139,   -0.494402
   0.006799,   -0.457985
   0.006665,   -0.421742
   0.006741,   -0.385665
   0.007018,   -0.349747
   0.007495,   -0.313984
   0.008184,   -0.277736
   0.009114,   -0.240264
   0.010271,   -0.202580
   0.011660,   -0.164674
   0.013299,   -0.126277
   0.015307,   -0.085210
   0.017908,   -0.038594
   0.021330,    0.015137
   0.025759,    0.076054
   0.031277,    0.142761
   0.037793,    0.212472
   0.044955,    0.281123
   0.052129,    0.343689
   0.058326,    0.393870
