CD, CL
   0.014118,   -0.848494
   0.012590,   -0.808834
   0.011384,   -0.771663
   0.010398,   -0.734690
   0.009629,   -0.697909
   0.009079,   -0.661313
   0.008739,   -0.624897
   0.008605,   -0.588653
   0.008681,   -0.552576
   0.008958,   -0.516659
   0.009435,   -0.480896
   0.010124,   -0.444648
   0.011054,   -0.407176
   0.012211,   -0.369491
   0.013600,   -0.331586
   0.015239,   -0.293189
   0.017247,   -0.252122
   0.019848,   -0.205506
   0.023270,   -0.151775
   0.027699,   -0.090858
   0.033217,   -0.024151
   0.039733,    0.045561
   0.046895,    0.114212
   0.054069,    0.176778
   0.060266,    0.226958
