CD, CL
   0.020338,   -0.908148
   0.018810,   -0.868488
   0.017604,   -0.831317
   0.016618,   -0.794344
   0.015849,   -0.757563
   0.015299,   -0.720967
   0.014959,   -0.684551
   0.014825,   -0.648308
   0.014901,   -0.612230
   0.015178,   -0.576313
   0.015655,   -0.540550
   0.016344,   -0.504302
   0.017274,   -0.466830
   0.018431,   -0.429145
   0.019820,   -0.391240
   0.021459,   -0.352843
   0.023467,   -0.311776
   0.026068,   -0.265160
   0.029490,   -0.211429
   0.033919,   -0.150512
   0.039437,   -0.083805
   0.045953,   -0.014093
   0.053115,    0.054558
   0.060289,    0.117123
   0.066486,    0.167304
