Speed (CAS), Efficiency
 133.638522,   13.477324
 135.241991,   13.508377
 136.845460,   13.667428
 138.448930,   13.837643
 140.052399,   14.014211
 141.655868,   14.169350
 143.259338,   14.316422
 144.862807,   14.466343
 146.466276,   14.593988
 148.069745,   14.725350
 149.673215,   14.854743
 151.276684,   14.964141
 152.880153,   15.076355
 154.483623,   15.190416
 156.087092,   15.278677
 157.690561,   15.368898
 159.294031,   15.461130
 160.897500,   15.540014
 162.500969,   15.606118
 164.104439,   15.673450
 165.707908,   15.742035
 167.311377,   15.794799
 168.914847,   15.836093
 170.518316,   15.878001
 172.121785,   15.920531
 173.725255,   15.959846
 175.328724,   15.974684
 176.932193,   15.989686
 178.535663,   16.004853
 180.139132,   16.020186
 181.742601,   16.034316
 183.346071,   16.022263
 184.949540,   16.010123
 186.553009,   15.997895
 188.156478,   15.985581
 189.759948,   15.973180
 191.363417,   15.956467
 192.966886,   15.918029
 194.570356,   15.879457
 196.173825,   15.840755
 197.777294,   15.801926
 199.380764,   15.762973
 200.984233,   15.723899
 202.587702,   15.678978
 204.191172,   15.616158
 205.794641,   15.553350
 207.398110,   15.490560
 209.001580,   15.427793
 210.605049,   15.365056
 212.208518,   15.302353
 213.811988,   15.239690
 215.415457,   15.177072
 217.018926,   15.095121
 218.622396,   15.012295
 220.225865,   14.929774
 221.829334,   14.847562
 223.432804,   14.765663
 225.036273,   14.684084
 226.639742,   14.602826
 228.243211,   14.521896
 229.846681,   14.441297
 231.450150,   14.361032
 233.053619,   14.268568
 234.657089,   14.172234
 236.260558,   14.076545
 237.864027,   13.981501
 239.467497,   13.887102
 241.070966,   13.793347
 242.674435,   13.700237
 244.277905,   13.607770
 245.881374,   13.515947
 247.484843,   13.424765
 249.088313,   13.334225
 250.691782,   13.244325
 252.295251,   13.155064
 253.898721,   13.056491
 255.502190,   12.955716
 257.105659,   12.855864
 258.709129,   12.756930
 260.312598,   12.658906
 261.916067,   12.561784
 263.519537,   12.465559
 265.123006,   12.370223
 266.726475,   12.275769
 268.329944,   12.182190
 269.933414,   12.089478
 271.536883,   11.997627
 273.140352,   11.906629
 274.743822,   11.816478
 276.347291,   11.727166
 277.950760,   11.638686
 279.554230,   11.551030
 281.157699,   11.459750
 282.761168,   11.364865
 284.364638,   11.271013
 285.968107,   11.178180
 287.571576,   11.086355
 289.175046,   10.995525
 290.778515,   10.905679
 292.381984,   10.816804
