Ground distance, Load Factor
   0.000000,    0.988849
  70.626148,    0.989102
 141.248584,    0.989357
 211.867204,    0.989602
 282.481564,    0.989829
 353.091224,    0.990063
 423.696583,    0.990309
 494.297960,    0.990558
 564.895333,    0.990800
 635.488346,    0.991025
 706.076486,    0.991249
 776.660044,    0.991490
 847.239454,    0.991736
 917.814813,    0.991979
 988.385887,    0.992208
1058.952130,    0.992422
1129.513371,    0.992651
1200.070108,    0.992890
1270.622593,    0.993130
1341.170752,    0.993362
1411.714186,    0.993576
1482.252389,    0.993791
1552.785694,    0.994022
1623.314543,    0.994260
1693.839054,    0.994495
1764.359025,    0.994718
1834.873938,    0.994922
1905.383416,    0.995137
1975.887925,    0.995364
2046.387815,    0.995596
2116.883118,    0.995822
2187.373558,    0.996034
2257.858572,    0.996231
2328.338029,    0.996445
2398.812470,    0.996671
2469.282207,    0.996899
2539.747240,    0.997121
2610.207261,    0.997328
2680.661687,    0.997520
2751.110362,    0.997728
2821.553823,    0.997947
2891.992384,    0.998170
2962.426057,    0.998387
3032.854557,    0.998590
3103.277317,    0.998775
3173.693884,    0.998955
3244.104025,    0.999124
3314.507291,    0.999276
3384.903030,    0.999409
3455.290830,    0.999540
3525.670520,    0.999661
3596.041765,    0.999770
3666.404072,    0.999862
3736.756813,    0.999933
3807.099246,    0.999981
3877.430558,    1.000008
3947.750409,    1.000044
4018.058948,    1.000077
4088.356097,    1.000106
4158.641731,    1.000131
4228.915687,    1.000151
4299.177774,    1.000164
4369.427776,    1.000171
4439.665466,    1.000170
4509.890609,    1.000163
4580.102980,    1.000149
4650.302364,    1.000130
4720.488571,    1.000105
4790.661440,    1.000076
4860.820848,    1.000044
4930.966712,    1.000011
5001.098996,    0.999977
5071.217706,    0.999944
5141.322898,    0.999914
5211.414670,    0.999886
5281.493157,    0.999864
5351.558533,    0.999847
5421.610994,    0.999835
5491.650759,    0.999831
5561.678056,    0.999832
5631.693117,    0.999841
5701.696165,    0.999855
5771.687408,    0.999875
5841.667031,    0.999900
5911.635188,    0.999928
5981.591997,    0.999959
6051.537537,    0.999991
6121.471841,    1.000023
6191.394901,    1.000053
6261.306664,    1.000082
6331.207037,    1.000106
6401.095892,    1.000126
6470.973068,    1.000141
6540.838383,    1.000150
6610.691635,    1.000153
6680.532617,    1.000149
6750.361121,    1.000140
6820.176949,    1.000125
6889.979918,    1.000104
6959.769872,    1.000080
7029.546683,    1.000053
7099.310262,    1.000023
7169.060555,    0.999992
7238.797554,    0.999962
7308.521289,    0.999934
7378.231831,    0.999908
7447.929291,    0.999886
7517.613810,    0.999868
7587.285558,    0.999856
7656.944724,    0.999849
7726.591513,    0.999848
7796.226132,    0.999854
7865.848786,    0.999865
7935.459670,    0.999881
8005.058959,    0.999901
8074.646803,    0.999925
8144.223322,    0.999952
8213.788600,    0.999981
8283.342681,    1.000010
8352.885574,    1.000038
8422.417244,    1.000064
8491.937621,    1.000088
8561.446600,    1.000107
8630.944045,    1.000122
8700.429800,    1.000132
8769.903687,    1.000136
8839.365522,    1.000135
8908.815118,    1.000128
8978.252292,    1.000116
