Time, CD
   0.000000,    0.065135
   0.500000,    0.065135
   1.000000,    0.065135
   1.500000,    0.065135
   2.000000,    0.065135
   2.500000,    0.065135
   3.000000,    0.065135
   3.500000,    0.065135
   4.000000,    0.065135
   4.500000,    0.065135
   5.000000,    0.065135
   5.500000,    0.065135
   6.000000,    0.065135
   6.500000,    0.065135
   7.000000,    0.065135
   7.500000,    0.065135
   8.000000,    0.065135
   8.500000,    0.065135
   9.000000,    0.065135
   9.500000,    0.065135
  10.000000,    0.065135
  10.500000,    0.065135
  11.000000,    0.065135
  11.500000,    0.065135
  12.000000,    0.065135
  12.500000,    0.065135
  13.000000,    0.065135
  13.500000,    0.065135
  14.000000,    0.065135
  14.500000,    0.065135
  15.000000,    0.065135
  15.500000,    0.065135
  16.000000,    0.065135
  16.500000,    0.065135
  17.000000,    0.065135
  17.500000,    0.065135
  18.000000,    0.065135
  18.500000,    0.065135
  19.000000,    0.065135
  19.500000,    0.065135
  20.000000,    0.065135
  20.500000,    0.065135
  21.000000,    0.065135
  21.500000,    0.065135
  22.000000,    0.065135
  22.224789,    0.065135
  22.724789,    0.065862
  23.224789,    0.067787
  23.724789,    0.073782
  24.224789,    0.080146
  24.724789,    0.087759
  25.224789,    0.095407
  25.724789,    0.103171
  26.111100,    0.109170
  26.611100,    0.163358
  26.707482,    0.173803
  27.207482,    0.176920
  27.707482,    0.176920
  28.196666,    0.176920
  28.493379,    0.127099
  28.993379,    0.121577
  29.493379,    0.119079
  29.993379,    0.117827
  30.493379,    0.117343
  30.993379,    0.117203
  31.493379,    0.117162
  31.759212,    0.117140
  32.259212,    0.117237
  32.759212,    0.117312
  33.259212,    0.117368
  33.759212,    0.117415
  34.259212,    0.117459
  34.759212,    0.117441
  35.259212,    0.117400
  35.759212,    0.117452
  36.259212,    0.117540
  36.759212,    0.117591
  37.259212,    0.117635
  37.759212,    0.117676
  38.259212,    0.117718
  38.759212,    0.117799
  39.259212,    0.117882
  39.759212,    0.117925
  40.259212,    0.117966
  40.493379,    0.118050
  40.993379,    0.117991
  41.493379,    0.118018
  41.993379,    0.118100
  42.493379,    0.118159
  42.993379,    0.118201
  43.493379,    0.118269
  43.993379,    0.118355
  44.493379,    0.118414
  44.993379,    0.118457
  45.493379,    0.118503
  45.993379,    0.118549
  46.493379,    0.118593
  46.993379,    0.118636
  47.493379,    0.118679
  47.993379,    0.118722
  48.493379,    0.118798
  48.993379,    0.118883
  49.493379,    0.118936
  49.993379,    0.118979
  50.493379,    0.119025
  50.993379,    0.119072
  51.493379,    0.119115
  51.993379,    0.119157
  52.493379,    0.119200
  52.993379,    0.119243
  53.493379,    0.119327
  53.993379,    0.119412
  54.493379,    0.119496
  54.993379,    0.119438
  55.493379,    0.119524
  55.993379,    0.119599
  56.493379,    0.119642
  56.993379,    0.119685
  57.493379,    0.119728
  57.993379,    0.119782
  58.493379,    0.119868
  58.993379,    0.119942
  59.493379,    0.119985
  59.993379,    0.120029
  60.493379,    0.120076
  60.993379,    0.120121
  61.493379,    0.120164
  61.993379,    0.120225
  62.493379,    0.120310
  62.993379,    0.120378
  63.493379,    0.120421
  63.993379,    0.120465
  64.493379,    0.120512
  64.993379,    0.120556
  65.493379,    0.120599
  65.993379,    0.120644
  66.493379,    0.120691
  66.993379,    0.120735
  67.493379,    0.120778
  67.993379,    0.120853
  68.493379,    0.120939
  68.993379,    0.120992
  69.493379,    0.121035
  69.993379,    0.121081
  70.493379,    0.121129
  70.993379,    0.121178
  71.493379,    0.121226
  71.993379,    0.121268
  72.493379,    0.121321
  72.993379,    0.121406
  73.493379,    0.121483
  73.993379,    0.121525
  74.493379,    0.121568
  74.993379,    0.121611
  75.493379,    0.121654
  75.993379,    0.121697
  76.493379,    0.121749
  76.993379,    0.121835
  77.493379,    0.121917
  77.993379,    0.121985
  78.493379,    0.122074
  78.993379,    0.122154
  79.493379,    0.122213
  79.993379,    0.122224
  80.493379,    0.122179
  80.993379,    0.122209
  81.493379,    0.122303
  81.993379,    0.122363
  82.493379,    0.122409
  82.993379,    0.122489
  83.493379,    0.122574
  83.993379,    0.122624
  84.493379,    0.122666
  84.993379,    0.122750
  85.493379,    0.122680
  85.993379,    0.122834
  86.493379,    0.122892
  86.993379,    0.122949
  87.493379,    0.122999
  87.993379,    0.122970
  88.493379,    0.123059
  88.993379,    0.123130
  89.493379,    0.123174
  89.993379,    0.123218
  90.493379,    0.123263
  90.993379,    0.123325
  91.493379,    0.123413
  91.993379,    0.123484
  92.493379,    0.123529
  92.993379,    0.123573
  93.493379,    0.123617
  93.993379,    0.123661
  94.493379,    0.123706
  94.993379,    0.123768
  95.493379,    0.123856
  95.993379,    0.123927
  96.493379,    0.123972
  96.993379,    0.124034
  97.493379,    0.124122
  97.993379,    0.124193
  98.493379,    0.124237
  98.993379,    0.124283
  99.493379,    0.124331
  99.993379,    0.124377
 100.493379,    0.124422
 100.993379,    0.124466
 101.493379,    0.124510
 101.993379,    0.124599
 102.493379,    0.124677
 102.993379,    0.124732
 103.493379,    0.124776
 103.993379,    0.124823
 104.493379,    0.124871
 104.993379,    0.124916
 105.493379,    0.124960
 105.993379,    0.125037
 106.493379,    0.125125
 106.993379,    0.125182
 107.493379,    0.125226
 107.993379,    0.125273
 108.493379,    0.125321
 108.993379,    0.125366
 109.493379,    0.125411
 109.993379,    0.125494
 110.493379,    0.125583
 110.993379,    0.125632
 111.493379,    0.125676
 111.993379,    0.125724
 112.493379,    0.125772
 112.993379,    0.125816
 113.493379,    0.125862
 113.993379,    0.125951
 114.493379,    0.126038
 114.993379,    0.126082
 115.493379,    0.126126
 115.993379,    0.126171
 116.493379,    0.126217
 116.993379,    0.126305
 117.493379,    0.126392
 117.993379,    0.126436
 118.493379,    0.126481
 118.993379,    0.126529
 119.493379,    0.126576
 119.993379,    0.126621
 120.493379,    0.126674
 120.993379,    0.126762
 121.493379,    0.126842
 121.993379,    0.126886
 122.493379,    0.126931
 122.993379,    0.126980
 123.493379,    0.127026
 123.993379,    0.127071
 124.493379,    0.127115
 124.993379,    0.127159
 125.493379,    0.127219
 125.993379,    0.127308
 126.493379,    0.127381
 126.993379,    0.127425
 127.493379,    0.127469
 127.993379,    0.127514
 128.493379,    0.127575
 128.993379,    0.127667
 129.493379,    0.127742
 129.993379,    0.127788
 130.493379,    0.127850
 130.993379,    0.127941
 131.493379,    0.128016
 131.993379,    0.128062
 132.493379,    0.128124
 132.993379,    0.128219
 133.493379,    0.128306
 133.993379,    0.128378
 134.493379,    0.128457
 134.993379,    0.128514
 135.493379,    0.128567
 135.993379,    0.128613
 136.493379,    0.128686
 136.993379,    0.128686
 137.493379,    0.128677
 137.993379,    0.128769
 138.493379,    0.128861
 138.789442,    0.128915
