eta, Cl
   0.000000,    0.779967
   0.020408,    0.782912
   0.040816,    0.788577
   0.061224,    0.794027
   0.081633,    0.799252
   0.102041,    0.804242
   0.122449,    0.808990
   0.142857,    0.813487
   0.163265,    0.817726
   0.183673,    0.821698
   0.204082,    0.825394
   0.224490,    0.828806
   0.244898,    0.831923
   0.265306,    0.834733
   0.285714,    0.837226
   0.306122,    0.839388
   0.326531,    0.841205
   0.346939,    0.842661
   0.367347,    0.843737
   0.387755,    0.844415
   0.408163,    0.844673
   0.428571,    0.844486
   0.448980,    0.843827
   0.469388,    0.842667
   0.489796,    0.840971
   0.510204,    0.838696
   0.530612,    0.835798
   0.551020,    0.832235
   0.571429,    0.827952
   0.591837,    0.822888
   0.612245,    0.816974
   0.632653,    0.810130
   0.653061,    0.802264
   0.673469,    0.793271
   0.693878,    0.783031
   0.714286,    0.771400
   0.734694,    0.758212
   0.755102,    0.743268
   0.775510,    0.726332
   0.795918,    0.707113
   0.816327,    0.685255
   0.836735,    0.660309
   0.857143,    0.631694
   0.877551,    0.598638
   0.897959,    0.560064
   0.918367,    0.514388
   0.938776,    0.459060
   0.959184,    0.389388
   0.979592,    0.294216
   1.000000,    0.000000
