Ground distance, Rate of Climb
   0.000000,    0.000000
   0.000001,    0.000000
   0.000008,    0.000000
   0.000066,    0.000000
   0.000697,    0.000000
   0.002911,    0.000000
   0.009067,    0.000000
   0.019327,    0.000000
   0.033541,    0.000000
   0.051495,    0.000000
   0.073490,    0.000000
   0.099445,    0.000000
   0.129329,    0.000000
   0.163381,    0.000000
   0.202162,    0.000000
   0.244622,    0.000000
   0.291867,    0.000000
   0.343936,    0.000000
   0.400832,    0.000000
   0.461923,    0.000000
   0.527728,    0.000000
   0.598687,    0.000000
   0.676487,    0.000000
   0.757862,    0.000000
   0.846283,    0.000000
   0.940493,    0.000000
   1.039126,    0.000000
   1.142837,    0.000000
   1.255001,    0.000000
   1.372124,    0.000000
   1.497249,    0.000000
   1.627062,    0.000000
   1.766756,    0.000000
   1.910161,    0.000000
   2.063178,    0.000000
   2.223232,    0.000000
   2.256382,    0.000000
   2.271916,    0.000000
   2.280110,    0.000000
   2.286233,    0.000000
   2.291050,    0.000000
   2.294754,    0.000000
   2.297969,    0.000000
   2.300913,    0.000000
   2.303169,    0.000000
   2.305089,    0.000000
   2.305659,    0.000000
   2.305866,    0.000000
   2.306088,    0.000000
   2.307667,    0.000000
   2.314751,    0.000000
   2.338643,    0.000000
   2.399121,    0.000000
   2.526775,    0.000000
   2.709181,    0.000000
   2.900738,    0.000000
   3.098597,    0.000000
   3.307353,    0.000000
   3.529839,    0.000000
   3.754128,    0.000000
   3.992049,    0.000000
   4.233206,    0.000000
   4.493043,    0.000000
   4.758061,    0.000000
   5.028764,    0.000000
   5.312928,    0.000000
   5.606929,    0.000000
   5.912243,    0.000000
   6.229773,    0.000000
   6.562100,    0.000000
   6.898779,    0.000000
   7.247238,    0.000000
   7.608204,    0.000000
   7.984459,    0.000000
   8.373045,    0.000000
   8.777761,    0.000000
   9.185781,    0.000000
   9.269861,    0.000000
   9.278378,    0.000000
   9.285439,    0.000000
   9.286755,    0.000000
   9.287848,    0.000000
   9.288434,    0.000000
   9.288683,    0.000000
   9.288995,    0.000000
   9.291817,    0.000000
   9.305707,    0.000000
   9.376214,    0.000000
   9.558279,    0.000000
   9.998994,    0.000000
  10.452750,    0.000000
  10.915899,    0.000000
  11.393850,    0.000000
  11.882854,    0.000000
  12.387780,    0.000000
  12.909320,    0.000000
  13.438188,    0.000000
  13.994316,    0.000000
  14.562903,    0.000000
  15.137398,    0.000000
  15.741115,    0.000000
  16.352011,    0.000000
  16.981346,    0.000000
  17.627178,    0.000000
  18.286788,    0.000000
  18.963251,    0.000000
  19.652627,    0.000000
  20.369833,    0.000000
  20.514699,    0.000000
  20.909774,    0.000000
  20.939162,    0.000000
  20.965204,    0.000000
  20.983380,    0.000000
  20.998034,    0.000000
  21.010235,    0.000000
  21.020693,    0.000000
  21.041618,    0.000000
  21.044844,    0.000000
  21.048624,    0.000000
  21.049392,    0.000000
  21.052756,    0.000000
  21.055843,    0.000000
  21.073494,    0.000000
  21.146048,    0.000000
  21.363202,    0.000000
  22.059794,    0.000000
  22.836390,    0.000000
  23.628850,    0.000000
  24.428043,    0.000000
  25.256145,    0.000000
  26.095078,    0.000000
  26.944623,    0.000000
  27.825394,    0.000000
  28.722621,    0.000000
  29.648835,    0.000000
  30.591588,    0.000000
  31.547884,    0.000000
  32.528101,    0.000000
  33.525195,    0.000000
  34.545686,    0.000000
  35.592572,    0.000000
  36.665732,    0.000000
  36.882541,    0.000000
  37.527234,    0.000000
  37.571119,    0.000000
  37.609495,    0.000000
  37.637987,    0.000000
  37.666713,    0.000000
  37.689539,    0.000000
  37.692271,    0.000000
  37.694333,    0.000000
  37.696254,    0.000000
  37.712360,    0.000000
  37.787125,    0.000000
  38.068061,    0.000000
  39.094104,    0.000000
  40.220659,    0.000000
  41.372468,    0.000000
  42.557118,    0.000000
  43.766788,    0.000000
  44.985786,    0.000000
  46.231244,    0.000000
  47.503634,    0.000000
  48.810531,    0.000000
  50.132741,    0.000000
  51.473936,    0.000000
  52.845709,    0.000000
  54.253007,    0.000000
  55.680629,    0.000000
  57.130543,    0.000000
  58.608366,    0.000000
  58.908677,    0.000000
  59.060928,    0.000000
  59.160925,    0.000000
  59.249937,    0.000000
  59.319148,    0.000000
  59.325788,    0.000000
  59.329427,    0.000000
  59.330620,    0.000000
  59.331962,    0.000000
  59.343973,    0.000000
  59.399847,    0.000000
  59.682440,    0.000000
  60.507288,    0.000000
  62.087982,    0.000000
  63.644114,    0.000000
  65.235076,    0.000000
  66.839958,    0.000000
  68.476739,    0.000000
  70.144432,    0.000000
  71.846719,    0.000000
  73.577134,    0.000000
  75.326027,    0.000000
  77.124436,    0.000000
  78.929104,    0.000000
  80.778126,    0.000000
  82.643628,    0.000000
  84.543305,    0.000000
  84.926374,    0.000000
  85.954709,    0.000000
  86.029913,    0.000000
  86.052158,    0.000000
  86.066911,    0.000000
  86.073703,    0.000000
  86.085120,    0.000000
  86.095490,    0.000000
  86.153632,    0.000000
  86.365257,    0.000000
  87.093010,    0.000000
  89.055571,    0.000000
  91.051598,    0.000000
  93.072488,    0.000000
  95.143242,    0.000000
  97.235510,    0.000000
  99.363145,    0.000000
 101.515948,    0.000000
 103.696355,    0.000000
 105.909071,    0.000000
 108.159361,    0.000000
 110.426250,    0.000000
 112.742731,    0.000000
 115.090629,    0.000000
 117.463643,    0.000000
 117.946146,    0.000000
 118.013451,    0.000000
 118.032095,    0.000000
 118.044330,    0.000000
 118.048791,    0.000000
 118.052873,    0.000000
 118.082977,    0.000000
 118.211218,    0.000000
 118.678842,    0.000000
 120.311351,    0.000000
 122.752512,    0.000000
 125.233309,    0.000000
 127.753607,    0.000000
 130.302894,    0.000000
 132.900410,    0.000000
 135.521039,    0.000000
 138.186191,    0.000000
 140.894520,    0.000000
 143.620460,    0.000000
 146.386028,    0.000000
 149.184474,    0.000000
 152.008796,    0.000000
 154.867303,    0.000000
 154.983297,    0.000000
 155.076411,    0.000000
 155.170098,    0.000000
 155.262165,    0.000000
 155.330350,    0.000000
 155.347827,    0.000000
 155.360234,    0.000000
 155.368195,    0.000000
 155.370751,    0.000000
 155.373551,    0.000000
 155.399062,    0.000000
 155.527271,    0.000000
 156.025379,    0.000000
 157.462971,    0.000000
 160.277297,    0.000000
 163.252183,    0.000000
 166.267070,    0.000000
 169.332172,    0.000000
 172.429996,    0.000000
 175.570835,    0.000000
 178.739278,    0.000000
 181.931509,    0.000000
 185.179740,    0.000000
 188.459309,    0.000000
 191.775400,    0.000000
 195.130192,    0.000000
 195.807278,    0.000000
 197.888843,    0.000000
 198.026810,    0.000000
 198.132473,    0.000000
 198.150390,    0.000000
 198.172427,    0.000000
 198.177079,    0.000000
 198.179373,    0.000000
 198.181769,    0.000000
 198.205733,    0.000000
 198.371453,    0.000000
 198.996384,    0.000000
 200.919980,    0.000000
 204.378454,    0.000000
 207.897490,    0.000000
 211.446577,    0.000000
 215.044665,    0.000000
 218.679577,    0.000000
 222.349786,    0.000000
 226.090344,    0.000000
 229.876309,    0.000000
 233.706894,    0.000000
 237.572770,    0.000000
 241.482791,    0.000000
 245.419223,    0.000000
 246.211491,    0.000000
 246.304014,    0.000000
 246.389511,    0.000000
 246.456749,    0.000000
 246.544187,    0.000000
 246.563730,    0.000000
 246.591369,    0.000000
 246.600599,    0.000000
 246.605805,    0.000000
 246.608560,    0.000000
 246.625967,    0.000000
 246.641774,    0.000000
 246.734819,    0.000000
 247.173052,    0.000000
 248.566099,    0.000000
 252.375840,    0.000000
 256.461346,    0.000000
 260.566559,    0.000000
 264.725408,    0.000000
 268.931366,    0.000000
 273.204073,    0.000000
 277.520660,    0.000000
 281.868597,    0.000000
 286.268316,    0.000000
 290.696303,    0.000000
 295.156526,    0.000000
 299.686816,    0.000000
 300.596505,    0.000000
 300.736256,    0.000000
 300.778758,    0.000000
 300.794376,    0.000000
 300.798800,    0.000000
 300.823409,    0.000000
 300.845894,    0.000000
 300.986872,    0.000000
 301.951969,    0.000000
 304.989993,    0.000000
 309.680077,    0.000000
 314.405822,    0.000000
 319.145292,    0.000000
 323.926197,    0.000000
