Ground Roll Distance, Acceleration
 342.412792,   -0.587122
 350.627524,   -0.585168
 407.634734,   -0.571854
 418.916862,   -0.569270
 430.159676,   -0.566712
 441.363368,   -0.564179
 452.528131,   -0.561671
 453.268518,   -0.561506
 453.835708,   -0.561379
 454.311711,   -0.561272
 454.553229,   -0.561218
 454.704591,   -0.561184
 454.828326,   -0.561157
 454.876900,   -0.561146
 454.906982,   -0.561139
 454.922421,   -0.561136
 454.928923,   -0.668550
 454.935433,   -0.668576
 455.000531,   -0.668831
 455.651429,   -0.671385
 462.152254,   -0.697252
 506.467511,   -0.892215
 550.492490,   -1.123462
 592.068064,   -1.384628
 608.392812,   -1.500772
 619.952401,   -1.588062
 631.549152,   -1.680232
 666.440020,   -1.989745
 699.941722,   -2.340944
 730.840998,   -2.723594
 759.107722,   -3.135694
 784.793124,   -3.574891
 807.975365,   -4.038025
 828.753845,   -4.521182
 847.243999,   -5.019805
 863.571212,   -5.528799
 867.103113,   -5.649151
 869.220203,   -5.723263
 871.732959,   -5.811003
 874.021265,   -5.891518
 887.026454,   -6.384844
 888.747127,   -6.455234
 889.520655,   -6.487163
 890.331305,   -6.520580
 898.065884,   -6.855888
 907.748589,   -7.326272
 908.085188,   -7.343637
 908.434428,   -7.360868
 911.800166,   -7.531614
 919.596283,   -7.967334
 925.774685,   -8.374581
 926.939435,   -8.461890
 927.073053,   -8.473080
 927.192913,   -8.483394
 928.322113,   -8.584524
 931.673931,   -8.965296
 932.141247,   -9.045964
 932.349981,   -9.091045
 932.494640,   -9.130019
 932.591560,   -9.164856
 932.648363,   -9.196025
 932.671455,   -9.223810
 932.672609,   -9.229492
 932.672702,   -9.231188
 932.672707,   -9.231698
