0	1.003092
0.05	0.998436
0.1	0.99378
0.15	0.98852
0.2	0.982492
0.25	0.975596
0.3	0.967864
0.35	0.959516
0.4	0.950676
0.45	0.941328
0.5	0.931456
0.55	0.92108
0.6	0.910216
0.65	0.898852
0.7	0.88702
0.75	0.874712
0.8	0.8619
0.85	0.848544
0.9	0.8347
0.95	0.820368
1	0.80562
1.05	0.790468
1.1	0.774948
1.15	0.759
1.2	0.742604
1.25	0.725667591836735
1.3	0.708186612244898
1.35	0.690225632653061
1.4	0.671877683673469
1.45	0.653241969387755
1.5	0.634522393457382
1.55	0.615758021608644
1.6	0.596993649759906
