Mach, Climb Angle
   0.297013,   -0.083884
   0.300477,   -0.097565
   0.303942,   -0.071656
   0.307406,   -0.043539
   0.310871,   -0.014363
   0.314335,    0.008233
   0.317800,    0.027604
   0.321264,    0.046911
   0.324729,    0.059816
   0.328193,    0.073740
   0.331658,    0.086534
   0.335122,    0.093632
   0.338587,    0.101410
   0.342052,    0.109688
   0.345516,    0.111218
   0.348981,    0.112974
   0.352445,    0.115258
   0.355910,    0.114422
   0.359374,    0.110392
   0.362839,    0.106516
   0.366303,    0.103003
   0.369768,    0.095897
   0.373232,    0.086091
   0.376697,    0.076375
   0.380161,    0.066840
   0.383626,    0.056593
   0.387090,    0.040816
   0.390555,    0.025069
   0.394019,    0.009304
   0.397484,   -0.006457
   0.400948,   -0.022493
   0.404413,   -0.044369
   0.407877,   -0.066428
   0.411342,   -0.088584
   0.414806,   -0.110765
   0.418271,   -0.132968
   0.421735,   -0.156308
   0.425200,   -0.184622
   0.428664,   -0.213008
   0.432129,   -0.241467
   0.435593,   -0.270141
   0.439058,   -0.298929
   0.442523,   -0.327789
   0.445987,   -0.358057
   0.449452,   -0.392708
   0.452916,   -0.427501
   0.456381,   -0.462410
   0.459845,   -0.497435
   0.463310,   -0.532673
   0.466774,   -0.568041
   0.470239,   -0.603526
   0.473703,   -0.639126
   0.477168,   -0.679780
   0.480632,   -0.720886
   0.484097,   -0.762147
   0.487561,   -0.803562
   0.491026,   -0.845169
   0.494490,   -0.886931
   0.497955,   -0.928848
   0.501419,   -0.970920
   0.504884,   -1.013148
   0.508348,   -1.055530
   0.511813,   -1.101593
   0.515277,   -1.149097
   0.518742,   -1.196755
   0.522206,   -1.244601
   0.525671,   -1.292635
   0.529135,   -1.340850
   0.532600,   -1.389188
   0.536064,   -1.437714
   0.539529,   -1.486428
   0.542994,   -1.535316
   0.546458,   -1.584298
   0.549923,   -1.633468
   0.553387,   -1.682827
   0.556852,   -1.735690
   0.560316,   -1.789688
   0.563781,   -1.843904
   0.567245,   -1.898336
   0.570710,   -1.952942
   0.574174,   -2.007625
   0.577639,   -2.062525
   0.581103,   -2.117642
   0.584568,   -2.172915
   0.588032,   -2.228246
   0.591497,   -2.283795
   0.594961,   -2.339562
   0.598426,   -2.395461
   0.601890,   -2.451406
   0.605355,   -2.507569
   0.608819,   -2.563948
   0.612284,   -2.620437
   0.615748,   -2.678899
   0.619213,   -2.739599
   0.622677,   -2.800540
   0.626142,   -2.861584
   0.629606,   -2.922677
   0.633071,   -2.984011
   0.636535,   -3.045586
   0.640000,   -3.107233
