Cl, Efficiency
   1.197203,   18.738493
   1.280379,   20.613243
   1.363715,   22.437998
   1.447214,   24.175770
   1.530877,   25.770058
   1.614820,   27.090000
   1.698805,   27.858306
   1.782958,   28.620970
   1.867283,   29.341818
