Ground Roll Distance, Horizontal Forces
   0.000000, 70267.079664
   0.000000, 69970.068023
   0.000000, 67889.798692
   0.000000, 67483.111781
   0.000000, 67079.475088
   0.000000, 66678.858478
   0.000000, 66281.232188
   0.000000, 66202.063175
   0.000000, 66195.734764
   0.000000, 66193.147596
   0.000000, 66191.882679
   0.000000, 66190.509579
   0.000000, 66189.872516
   0.000000, 66189.611669
   0.000000, 66189.576135
   0.000000, 66189.512790
   0.000000, 66188.879338
   0.000000, 66182.544821
   0.000000, 66119.199567
   0.000000, 65485.747700
   0.000000, 61546.114617
   0.000000, 57618.718315
   0.000000, 53715.096457
   0.000000, 49847.337234
   0.000000, 46028.027732
   0.000000, 42270.193099
   0.000000, 38587.226562
   0.000000, 34992.810504
   0.000000, 31500.829016
   0.000000, 28125.272508
   0.000000, 24880.135178
   0.000000, 21779.306342
   0.000000, 18836.456782
   0.000000, 16064.921512
   0.000000, 13477.580462
   0.000000, 11086.738752
   0.000000, 8904.008329
   0.000000, 6940.192811
   0.000000, 5205.177392
   0.000000, 3707.825690
   0.000000, 2455.885312
   0.000000, 1455.903842
   0.000000,  713.156790
   0.000000,  231.588842
   0.000000,   13.769530
   0.000000,    0.000000
