Ground Roll Distance, Horizontal Forces
   0.000000, 10148.081408
   0.000000, 10094.542992
   0.000000, 9728.768939
   0.000000, 9657.569237
   0.000000, 9587.004139
   0.000000, 9517.066521
   0.000000, 9447.749355
   0.000000, 9433.382901
   0.000000, 9433.120362
   0.000000, 9432.945511
   0.000000, 9432.893577
   0.000000, 9432.840475
   0.000000, 9432.309393
   0.000000, 9426.991802
   0.000000, 9373.134545
   0.000000, 9032.100845
   0.000000, 8638.427679
   0.000000, 8206.583273
   0.000000, 8066.647902
   0.000000, 7911.455971
   0.000000, 7441.546930
   0.000000, 6926.114729
   0.000000, 6384.476571
   0.000000, 5823.456587
   0.000000, 5250.020234
   0.000000, 4671.712572
   0.000000, 4096.393348
   0.000000, 3531.961161
   0.000000, 2986.130839
   0.000000, 2864.233607
   0.000000, 2785.840843
   0.000000, 2742.366388
   0.000000, 2700.461423
   0.000000, 2285.683604
   0.000000, 2137.630141
   0.000000, 2045.528871
   0.000000, 2010.810905
   0.000000, 1974.539622
   0.000000, 1620.245035
   0.000000, 1458.593730
   0.000000, 1256.835218
   0.000000, 1226.183409
   0.000000, 1211.523848
   0.000000, 1197.847739
   0.000000, 1064.008682
   0.000000,  689.474004
   0.000000,  376.986835
   0.000000,  318.000403
   0.000000,  307.710768
   0.000000,  300.997748
   0.000000,  294.149259
   0.000000,  229.587098
   0.000000,   52.742193
   0.000000,   27.998784
   0.000000,   16.824847
   0.000000,    9.109197
   0.000000,    3.996664
   0.000000,    1.082399
   0.000000,    0.020147
   0.000000,    0.002210
   0.000000,    0.000013
   0.000000,    0.000000
