Ground distance, Fuel Used
   0.000000,    0.000000
  30.473593,    0.071506
  60.952352,    0.143017
  91.442810,    0.214543
 121.936533,    0.286073
 152.443450,    0.357619
 182.954051,    0.429169
 213.478030,    0.500734
 244.005742,    0.572304
 274.546868,    0.643890
 305.091739,    0.715479
 335.649982,    0.787085
 366.211958,    0.858695
 396.787394,    0.930320
 427.366586,    1.001950
 457.959169,    1.073595
 488.555488,    1.145245
 519.165259,    1.216910
 549.778784,    1.288580
 580.405669,    1.360265
 611.036283,    1.431954
 641.680302,    1.503659
 672.328064,    1.575368
 702.989130,    1.647093
 733.653909,    1.718822
 764.332141,    1.790567
 795.014127,    1.862315
 825.709498,    1.934080
 856.408605,    2.005848
 887.121326,    2.077632
 917.837846,    2.149420
 948.567810,    2.221224
 979.301526,    2.293032
1010.048811,    2.364856
1040.799884,    2.436683
1071.564433,    2.508526
1102.332744,    2.580374
1133.114731,    2.652236
1163.900537,    2.724103
1194.699819,    2.795986
1225.502863,    2.867872
1256.319478,    2.939774
1287.139881,    3.011681
1317.973743,    3.083602
1348.811363,    3.155528
1379.662636,    3.227469
1410.517719,    3.299414
1441.386265,    3.371375
1472.258568,    3.443340
1503.144447,    3.515320
1534.034115,    3.587304
1564.937149,    3.659304
1595.843915,    3.731308
1626.763817,    3.803326
1657.687386,    3.875349
1688.624120,    3.947388
1719.564530,    4.019430
1750.518202,    4.091487
1781.475577,    4.163549
1812.446465,    4.235626
1843.421125,    4.307707
1874.409349,    4.379803
1905.401360,    4.451903
1936.407050,    4.524018
1967.416558,    4.596138
1998.439547,    4.668273
2029.466301,    4.740411
2060.506660,    4.812565
2091.550818,    4.884723
2122.608391,    4.956897
2153.669708,    5.029074
2184.744240,    5.101266
2215.822462,    5.173463
2246.913966,    5.245674
2278.009178,    5.317889
2309.117816,    5.390120
2340.230202,    5.462354
2371.356155,    5.534604
2402.485895,    5.606858
2433.629046,    5.679126
2464.775941,    5.751399
2495.936320,    5.823686
2527.100463,    5.895978
2558.278052,    5.968285
2589.459394,    6.040596
2620.654314,    6.112921
2651.853025,    6.185251
2683.065447,    6.257596
2714.281696,    6.329944
2745.511480,    6.402308
2776.745043,    6.474676
2807.992191,    6.547058
2839.243130,    6.619445
2870.507588,    6.691847
2901.775819,    6.764252
2933.057681,    6.836672
2964.343348,    6.909097
2995.642764,    6.981536
3026.946018,    7.053979
3058.262847,    7.126438
3089.583465,    7.198900
3120.917721,    7.271377
3152.255784,    7.343858
3183.607439,    7.416353
3214.962890,    7.488853
3246.332023,    7.561368
3277.704976,    7.633886
3309.091539,    7.706420
3340.481901,    7.778957
3371.885788,    7.851509
3403.293451,    7.924065
3434.714746,    7.996635
3466.139846,    8.069210
3497.578703,    8.141799
3529.021399,    8.214393
3560.477694,    8.287001
3591.937783,    8.359613
3623.411547,    8.432239
3654.889128,    8.504870
3686.380480,    8.577515
3717.875676,    8.650165
3749.384460,    8.722828
3780.897038,    8.795496
3812.423264,    8.868179
3843.953300,    8.940865
3875.497072,    9.013566
3907.044677,    9.086271
3938.605829,    9.158990
3970.170764,    9.231713
4001.749308,    9.304451
4033.331652,    9.377193
4064.927700,    9.449949
4096.527574,    9.522710
4128.140978,    9.595484
4159.758160,    9.668263
4191.388952,    9.741056
4223.023544,    9.813853
4254.671863,    9.886664
4286.324015,    9.959480
4317.989744,   10.032310
4349.659263,   10.105143
4381.342462,   10.177991
4413.029481,   10.250843
4444.730317,   10.323710
4476.435010,   10.396580
4508.153375,   10.469465
4539.875556,   10.542353
4571.611517,   10.615256
4603.351325,   10.688163
4635.105058,   10.761084
4666.862677,   10.834010
4698.634096,   10.906949
4730.409367,   10.979892
4762.198519,   11.052850
4793.991546,   11.125812
4825.798393,   11.198788
4857.609100,   11.271767
4889.433417,   11.344761
4921.261535,   11.417759
4953.103164,   11.490771
4984.948565,   11.563787
5016.807571,   11.636817
5048.670377,   11.709851
5080.546938,   11.782900
5112.427339,   11.855952
5144.321233,   11.929018
5176.218894,   12.002088
5208.129947,   12.075172
5240.044738,   12.148260
5271.973024,   12.221362
5303.905078,   12.294468
5335.850798,   12.367588
5367.800333,   12.440711
5399.763299,   12.513849
5431.730015,   12.586991
5463.710095,   12.660147
5495.693906,   12.733306
5527.691180,   12.806480
5559.692213,   12.879657
5591.706688,   12.952848
5623.724915,   13.026043
5655.756730,   13.099252
5687.792337,   13.172465
5719.841282,   13.245692
5751.893950,   13.318923
5783.959887,   13.392167
5816.029528,   13.465415
5848.112547,   13.538678
5880.199300,   13.611944
5912.299427,   13.685223
5944.403288,   13.758507
5976.520698,   13.831804
6008.641891,   13.905106
6040.776418,   13.978421
6072.914668,   14.051740
6105.066061,   14.125072
6137.221125,   14.198409
6169.389262,   14.271759
6201.561048,   14.345113
6233.746030,   14.418480
6265.934695,   14.491852
6298.136449,   14.565237
6330.341856,   14.638626
6362.559937,   14.712028
6394.781556,   14.785434
6427.015516,   14.858854
6459.252922,   14.932277
6491.502343,   15.005714
6523.755118,   15.079155
6556.019602,   15.152609
6588.287355,   15.226066
6620.566688,   15.299537
6652.849254,   15.373012
6685.143822,   15.446500
6717.441741,   15.519991
6749.751917,   15.593496
6782.065515,   15.667005
6814.391618,   15.740527
6846.721211,   15.814053
6879.063396,   15.887592
6911.409096,   15.961135
6943.767084,   16.034691
6976.128503,   16.108252
7008.502462,   16.181825
7040.879921,   16.255402
7073.269617,   16.328992
7105.662727,   16.402587
7138.068328,   16.476194
7170.477415,   16.549805
7202.898695,   16.623429
7235.323379,   16.697057
7267.760666,   16.770699
7300.201472,   16.844344
7332.654962,   16.918002
7365.111992,   16.991664
7397.581401,   17.065340
7430.054265,   17.139019
7462.539761,   17.212711
7495.028783,   17.286407
7527.530136,   17.360116
7560.034932,   17.433829
7592.552470,   17.507555
7625.073564,   17.581284
7657.607477,   17.655027
7690.144967,   17.728774
7722.694966,   17.802534
7755.248455,   17.876297
7787.814704,   17.950074
7820.384514,   18.023854
7852.966778,   18.097647
7885.552518,   18.171444
7918.151120,   18.245255
7950.753313,   18.319069
7983.368442,   18.392896
8015.987181,   18.466726
8048.618542,   18.540570
8081.253427,   18.614418
8113.901183,   18.688278
8146.552533,   18.762143
8179.216448,   18.836020
8211.883869,   18.909901
8244.564266,   18.983795
8277.248285,   19.057693
8309.945354,   19.131604
8342.646065,   19.205518
8375.359494,   19.279446
8408.076473,   19.353377
8440.806404,   19.427321
8473.539951,   19.501269
8506.286127,   19.575229
8539.035829,   19.649194
8571.798555,   19.723171
8604.564917,   19.797152
8637.344519,   19.871146
8670.127817,   19.945144
8702.924411,   20.019155
8735.724717,   20.093169
8768.537832,   20.167196
8801.354523,   20.241227
8834.183872,   20.315271
8867.016754,   20.389319
8899.862698,   20.463379
8932.712288,   20.537443
8965.575168,   20.611520
8998.441758,   20.685601
9031.321850,   20.759694
9064.205711,   20.833791
9097.103122,   20.907901
9130.004315,   20.982015
9162.918556,   21.056142
9195.836440,   21.130272
9228.767204,   21.204415
9261.701564,   21.278561
9294.649193,   21.352721
9327.600527,   21.426884
9360.565194,   21.501060
9393.533584,   21.575239
9426.514981,   21.649432
9459.500009,   21.723628
9492.498442,   21.797836
9525.500617,   21.872049
9558.516413,   21.946274
9591.536012,   22.020502
9624.569286,   22.094744
9657.606376,   22.168989
9690.656645,   22.243247
9723.710593,   22.317508
9756.777566,   22.391783
9789.848174,   22.466060
9822.932214,   22.540351
9856.020003,   22.614645
9889.121452,   22.688952
9922.226715,   22.763262
9955.345851,   22.837585
9988.468861,   22.911912
10021.605791,   22.986251
10054.746606,   23.060594
10087.900834,   23.134950
10121.058805,   23.209309
10154.230020,   23.283681
10187.404933,   23.358057
10220.593485,   23.432446
10253.785845,   23.506840
10286.992058,   23.581252
10320.202138,   23.655670
10353.426123,   23.730107
10386.653989,   23.804551
10419.895402,   23.879015
10453.140596,   23.953484
10486.399556,   24.027973
10519.662359,   24.102468
10552.938569,   24.176983
10586.218521,   24.251503
10619.512256,   24.326043
10652.809840,   24.400590
10686.121408,   24.475156
10719.436881,   24.549728
10752.766386,   24.624320
10786.099808,   24.698918
10819.446900,   24.773536
10852.797809,   24.848160
10886.162756,   24.922803
10919.531621,   24.997453
10952.914571,   25.072123
10986.301452,   25.146798
11019.702053,   25.221494
11053.106484,   25.296195
11086.525006,   25.370916
11119.947461,   25.445643
11153.384196,   25.520390
11186.824919,   25.595143
11220.279952,   25.669917
11253.738981,   25.744696
11287.211795,   25.819495
11320.688457,   25.894300
11354.178718,   25.969125
11387.672775,   26.043955
11421.180825,   26.118806
