V (EAS), 
  48.085537,    0.000000
  48.085537,    1.000000
  50.298612,    1.094165
  52.511688,    1.192567
  54.724764,    1.295206
  56.937840,    1.402081
  59.150915,    1.513192
  61.363991,    1.628539
  63.577067,    1.748123
  65.790142,    1.871943
  68.003218,    2.000000
  84.362371,    2.000000
  84.362371,    0.000000
