Ground distance, CD
   0.000000,    0.076068
   1.855531,    0.076068
   7.385609,    0.076068
  16.535086,    0.076068
  29.248359,    0.076068
  45.469417,    0.076068
  65.141892,    0.076068
  88.209100,    0.076068
 114.614104,    0.076068
 144.299754,    0.076068
 177.208735,    0.076068
 213.283630,    0.076068
 252.466987,    0.076068
 294.701407,    0.076068
 339.929664,    0.076068
 388.094774,    0.076068
 439.140110,    0.076068
 493.009403,    0.076068
 549.646767,    0.076068
 576.706917,    0.076068
 637.296842,    0.076073
 676.680347,    0.075905
 715.305342,    0.076256
 748.193701,    0.096679
 815.500997,    0.211075
 884.055824,    0.239279
 900.128167,    0.241020
 968.279523,    0.242802
1037.564603,    0.194581
1106.849082,    0.177462
1176.133051,    0.171305
1245.416646,    0.168776
1314.700084,    0.167280
1383.983792,    0.166302
1453.267559,    0.165058
1522.551392,    0.164074
1591.835313,    0.163089
1661.119341,    0.162103
1730.403491,    0.161117
1731.464140,    0.161098
1773.107388,    0.160575
1842.391432,    0.160577
1911.675527,    0.160839
1980.959732,    0.160840
2050.244049,    0.161103
2119.528504,    0.161471
2188.813103,    0.161889
2258.097857,    0.162151
2327.382760,    0.162413
2355.171330,    0.162413
2424.455959,    0.148515
2493.740055,    0.145174
2563.023845,    0.144935
2632.307691,    0.145413
2701.592072,    0.160451
2770.877035,    0.164901
2840.162383,    0.166325
2909.447998,    0.166995
2978.733807,    0.167256
3048.019762,    0.167518
3117.305797,    0.167780
3186.591880,    0.167780
3255.878128,    0.168042
3325.164487,    0.168304
3394.450886,    0.168565
3463.737385,    0.168566
3533.024028,    0.168827
3602.310751,    0.169089
3671.597523,    0.169089
3740.884421,    0.169351
3810.171465,    0.169613
3879.458605,    0.169874
3948.745802,    0.169875
4018.033132,    0.170136
4087.320568,    0.170398
4156.608072,    0.170660
4225.895675,    0.170660
4295.183432,    0.170922
4364.471283,    0.171183
4433.759200,    0.171445
4503.047206,    0.171445
4572.335373,    0.171707
4641.623646,    0.171969
4710.911977,    0.171969
4780.200460,    0.172230
4849.489067,    0.172492
4918.777741,    0.172754
4988.066502,    0.172754
5057.355418,    0.173016
5126.644431,    0.173277
5195.933493,    0.173539
5265.222666,    0.173539
5334.511986,    0.173801
5403.801389,    0.174063
5473.090847,    0.174063
5542.380471,    0.174324
5611.670236,    0.174586
5680.960073,    0.174848
5750.249972,    0.174848
5819.540049,    0.175111
5888.830237,    0.175392
5958.120408,    0.175392
6027.410685,    0.175672
6096.701076,    0.175953
6165.991505,    0.176234
6235.281956,    0.176234
6304.572509,    0.176514
6373.863146,    0.176795
6443.153819,    0.177076
6512.444539,    0.177076
6581.735382,    0.177356
6651.026299,    0.177637
6720.317261,    0.177918
6789.608189,    0.177637
6858.899100,    0.177918
6928.189857,    0.178198
6997.480679,    0.178198
7066.771621,    0.178479
7136.062643,    0.178759
7205.353718,    0.179040
7274.644866,    0.179040
7343.936146,    0.179321
7413.227516,    0.179601
7482.518940,    0.179882
7551.810435,    0.179882
7621.102079,    0.180163
7690.393832,    0.180443
7759.685647,    0.180724
7828.977530,    0.180724
7898.269554,    0.181005
7967.561684,    0.181285
8000.050994,    0.181285
