Ground distance, Vertical Forces
   0.000000,    0.000000
   1.548757,  835.832875
   6.169300, 3301.615450
  13.822748, 7334.761607
  24.469864, 12872.759682
  38.071078, 19853.273796
  54.586525, 28214.211244
  73.976065, 37893.895360
  96.199315, 48831.049536
 121.215689, 60964.973186
 148.984405, 74235.632109
 179.464540, 88583.588329
 212.615040, 103950.412705
 248.394761, 120278.312860
 286.762509, 137510.855593
 327.677085, 155592.591748
 371.097342, 174469.593963
 416.982240, 194089.239667
 465.290878, 214400.495272
 515.982564, 235353.785777
 569.016800, 256900.690171
 624.353311, 278994.216677
 681.952009, 301587.455705
 688.328143, 304063.910871
 748.394714, 388929.781238
 810.683161, 478990.584802
 844.610418, 526246.779300
 900.042340, 604428.170695
 933.481435, 622226.479503
1001.645514, 650296.143692
1071.033011, 668329.829219
1095.271281, 672602.813967
1165.560093, 679424.346982
1196.255076, 679850.205602
1266.738685, 544703.591657
1337.221332, 526923.359336
1407.703322, 525615.985233
1478.185440, 525609.598764
1548.668153, 525599.950973
1619.151394, 525587.907443
1689.635174, 525573.716888
1760.119517, 525556.762542
1830.604403, 525537.142977
1901.089858, 525514.640942
1940.874550, 525138.758440
1995.290304, 522700.915227
2065.775737, 522031.521685
2136.261577, 522645.822241
2206.748012, 522621.951654
2277.235008, 522597.807875
2347.722588, 522573.768230
2418.210775, 522549.492944
2488.699551, 522524.425226
2559.188880, 522499.086389
2629.678788, 522473.480024
2677.437898, 522028.975909
2747.927966, 464450.426941
2818.417341, 463292.907812
2888.907210, 465968.223046
2959.397824, 467436.481232
3029.889273, 525643.555372
3100.381529, 529610.535430
3170.874411, 529816.024238
3241.367772, 529667.339788
3311.861631, 529598.749817
3382.355963, 529803.257762
3452.850701, 529383.023814
3523.345979, 529585.960469
3593.841750, 529790.377669
3664.337955, 529370.250047
3734.834694, 529572.703720
3805.331893, 529776.300992
3875.829526, 529355.930800
3946.327688, 529558.693793
4016.826336, 529762.037105
4087.325458, 529342.196550
4157.825099, 529544.480645
4228.325208, 529746.920237
4298.825802, 529327.255618
4369.326881, 529529.108078
4439.828430, 529113.505658
4510.330516, 529312.360852
4580.833078, 529513.267928
4651.336066, 529096.838637
4721.839573, 529295.478071
4792.343532, 529496.122323
4862.847969, 529080.295134
4933.352947, 529279.027858
5003.858376, 529478.704909
5074.364253, 529062.373168
5144.870642, 529261.079654
5215.377491, 529460.295300
5285.884823, 529044.444476
5356.392661, 529243.243100
5426.900987, 528831.878121
5497.409838, 529027.033128
5567.919182, 529225.254163
5638.429002, 528813.588270
5708.939339, 529008.251425
5779.450123, 529205.824154
5849.961397, 528794.255383
5920.473217, 528989.425081
5990.985490, 529186.142344
6061.498223, 528774.112156
6132.011479, 528969.166491
6202.525182, 529165.594980
6273.039403, 528754.532695
6343.554160, 528949.257934
6414.069347, 528541.611772
6484.585079, 528734.542076
6555.101349, 528929.181136
6625.618050, 528521.365408
6696.135236, 528712.253953
6766.652861, 528906.213777
6837.170913, 528498.045438
6907.689498, 528690.148566
6978.208548, 528883.467769
7048.727991, 528474.921129
7119.247945, 528666.775185
7189.768350, 528859.742136
7260.289174, 528451.622768
7330.810508, 528643.308251
7401.332291, 528835.977426
7471.854525, 528428.481607
7542.377276, 528620.188402
7612.900485, 528812.236034
7683.424138, 528404.804921
7753.948261, 528595.582345
7824.472797, 528192.557637
7894.997829, 528380.517321
7965.523113, 527972.217935
8000.000000, 527773.868339
