Mach, Rate of Climb
   0.210257,    2.215014
   0.212780,    2.758024
   0.215303,    3.155656
   0.217825,    3.389411
   0.220348,    3.630826
   0.222871,    3.770796
   0.225393,    3.914305
   0.227916,    4.062003
   0.230439,    4.164983
   0.232961,    4.270419
   0.235484,    4.378593
   0.238007,    4.476747
   0.240529,    4.561082
   0.243052,    4.653142
   0.245575,    4.750274
   0.248097,    4.838072
   0.250620,    4.912128
   0.253142,    4.987628
   0.255665,    5.064602
   0.258188,    5.143077
   0.260710,    5.200837
   0.263233,    5.255274
   0.265756,    5.310520
   0.268278,    5.366595
   0.270801,    5.423520
   0.273324,    5.466825
   0.275846,    5.497954
   0.278369,    5.536929
   0.280892,    5.576263
   0.283414,    5.615921
   0.285937,    5.655918
   0.288460,    5.687774
   0.290982,    5.700096
   0.293505,    5.712059
   0.296028,    5.723669
   0.298550,    5.734935
   0.301073,    5.745863
   0.303596,    5.756461
   0.306118,    5.766736
   0.308641,    5.752974
   0.311163,    5.735889
   0.313686,    5.722453
   0.316209,    5.708126
   0.318731,    5.692910
   0.321254,    5.676808
   0.323777,    5.659821
   0.326299,    5.641950
   0.328822,    5.623197
   0.331345,    5.586876
   0.333867,    5.541035
   0.336390,    5.493744
   0.338913,    5.445001
   0.341435,    5.394804
   0.343958,    5.343148
   0.346481,    5.296584
   0.349003,    5.252125
   0.351526,    5.206346
   0.354049,    5.159245
   0.356571,    5.110819
   0.359094,    5.060052
   0.361617,    4.983965
   0.364139,    4.906021
   0.366662,    4.826213
   0.369184,    4.744535
   0.371707,    4.660980
   0.374230,    4.575544
   0.376752,    4.488219
   0.379275,    4.398999
   0.381798,    4.316713
   0.384320,    4.232763
   0.386843,    4.147018
   0.389366,    4.059471
   0.391888,    3.970117
   0.394411,    3.878949
   0.396934,    3.785960
   0.399456,    3.676260
   0.401979,    3.554509
   0.404502,    3.430448
   0.407024,    3.304066
   0.409547,    3.175354
   0.412070,    3.044304
   0.414592,    2.913354
   0.417115,    2.785388
   0.419638,    2.655149
   0.422160,    2.522629
   0.424683,    2.387818
   0.427206,    2.250708
   0.429728,    2.111288
   0.432251,    1.969551
   0.434773,    1.825485
   0.437296,    1.679084
   0.439819,    1.530336
   0.442341,    1.379234
   0.444864,    1.225767
   0.447387,    1.069927
   0.449909,    0.915828
   0.452432,    0.761641
   0.454955,    0.587559
   0.457477,    0.402931
   0.460000,    0.215530
